date,traffic_source,traffic_medium,campaign,device_category,dma_name,state,pageviews,sessions,users
2023-01-01,tiktok,paid_social,BTS 2024,tablet,"Atlanta, GA",GA,1,1,1
2023-01-01,tiktok,paid_social,Black Friday 2023,desktop,"Atlanta, GA",GA,1,1,1
2023-01-01,tiktok,paid_social,Email Promo,mobile,"Augusta, GA",GA,1,1,1
2023-01-01,tiktok,paid_social,BTS 2024,desktop,"Columbus, GA",GA,1,1,1
2023-01-01,tiktok,paid_social,,tablet,"Columbus, GA",GA,1,1,1
2023-01-01,tiktok,paid_social,Always On,mobile,"Macon, GA",GA,1,1,1
2023-01-01,tiktok,paid_social,Always On,tablet,"Macon, GA",GA,1,1,1
2023-01-01,tiktok,paid_social,BTS 2023,tablet,"Macon, GA",GA,1,1,1
2023-01-01,tiktok,paid_social,Email Promo,mobile,"Macon, GA",GA,1,1,1
2023-01-01,tiktok,paid_social,BTS 2023,tablet,"Savannah, GA",GA,1,1,1
2023-01-01,tiktok,paid_social,BTS 2024,desktop,"Savannah, GA",GA,1,1,1
2023-01-01,tiktok,paid_social,BTS 2024,mobile,"Savannah, GA",GA,1,1,1
2023-01-01,tiktok,paid_social,Email Promo,tablet,"Savannah, GA",GA,1,1,1
2023-01-02,direct,none,BTS 2023,tablet,"Atlanta, GA",GA,1,1,1
2023-01-02,direct,none,Always On,tablet,"Augusta, GA",GA,1,1,1
2023-01-02,direct,none,BTS 2024,desktop,"Augusta, GA",GA,1,1,1
2023-01-02,direct,none,BTS 2024,tablet,"Augusta, GA",GA,1,1,1
2023-01-02,direct,none,Email Promo,desktop,"Augusta, GA",GA,1,1,1
2023-01-02,direct,none,Email Promo,tablet,"Augusta, GA",GA,1,1,1
2023-01-02,direct,none,Email Promo,desktop,"Columbus, GA",GA,1,1,1
2023-01-02,direct,none,Always On,desktop,"Macon, GA",GA,1,1,1
2023-01-02,direct,none,BTS 2023,desktop,"Macon, GA",GA,1,1,1
2023-01-02,direct,none,Email Promo,tablet,"Savannah, GA",GA,2,2,2
2023-01-02,direct,none,,tablet,"Savannah, GA",GA,1,1,1
2023-01-02,email,email,Black Friday 2023,mobile,"Atlanta, GA",GA,1,1,1
2023-01-02,email,email,Black Friday 2023,tablet,"Atlanta, GA",GA,1,1,1
2023-01-02,email,email,Email Promo,mobile,"Atlanta, GA",GA,1,1,1
2023-01-02,email,email,,desktop,"Atlanta, GA",GA,1,1,1
2023-01-02,email,email,BTS 2023,tablet,"Augusta, GA",GA,1,1,1
2023-01-02,email,email,Email Promo,desktop,"Augusta, GA",GA,1,1,1
2023-01-02,email,email,BTS 2023,desktop,"Macon, GA",GA,1,1,1
2023-01-02,email,email,BTS 2024,desktop,"Macon, GA",GA,1,1,1
2023-01-02,email,email,Email Promo,mobile,"Macon, GA",GA,1,1,1
2023-01-02,email,email,BTS 2024,desktop,"Savannah, GA",GA,1,1,1
2023-01-02,email,email,Email Promo,mobile,"Savannah, GA",GA,1,1,1
2023-01-02,email,email,,desktop,"Savannah, GA",GA,1,1,1
2023-01-02,email,email,,tablet,"Savannah, GA",GA,1,1,1
2023-01-02,facebook,paid_social,Always On,mobile,"Atlanta, GA",GA,1,1,1
2023-01-02,facebook,paid_social,BTS 2023,mobile,"Atlanta, GA",GA,1,1,1
2023-01-02,facebook,paid_social,Email Promo,desktop,"Atlanta, GA",GA,1,1,1
2023-01-02,facebook,paid_social,Email Promo,mobile,"Atlanta, GA",GA,1,1,1
2023-01-02,facebook,paid_social,,tablet,"Atlanta, GA",GA,1,1,1
2023-01-02,facebook,paid_social,Black Friday 2023,desktop,"Augusta, GA",GA,1,1,1
2023-01-02,facebook,paid_social,Email Promo,mobile,"Augusta, GA",GA,1,1,1
2023-01-02,facebook,paid_social,,tablet,"Augusta, GA",GA,1,1,1
2023-01-02,facebook,paid_social,BTS 2023,tablet,"Columbus, GA",GA,1,1,1
2023-01-02,facebook,paid_social,BTS 2024,mobile,"Columbus, GA",GA,1,1,1
2023-01-02,facebook,paid_social,Black Friday 2023,mobile,"Columbus, GA",GA,1,1,1
2023-01-02,facebook,paid_social,,desktop,"Columbus, GA",GA,1,1,1
2023-01-02,facebook,paid_social,,mobile,"Columbus, GA",GA,1,1,1
2023-01-02,facebook,paid_social,BTS 2023,mobile,"Macon, GA",GA,1,1,1
2023-01-02,facebook,paid_social,BTS 2023,tablet,"Macon, GA",GA,1,1,1
2023-01-02,facebook,paid_social,Email Promo,mobile,"Macon, GA",GA,1,1,1
2023-01-02,facebook,paid_social,BTS 2024,tablet,"Savannah, GA",GA,2,2,2
2023-01-02,facebook,paid_social,,tablet,"Savannah, GA",GA,1,1,1
2023-01-02,google,cpc,Always On,desktop,"Augusta, GA",GA,1,1,1
2023-01-02,google,cpc,BTS 2023,desktop,"Augusta, GA",GA,2,2,2
2023-01-02,google,cpc,BTS 2024,mobile,"Augusta, GA",GA,2,2,2
2023-01-02,google,cpc,Black Friday 2023,desktop,"Augusta, GA",GA,1,1,1
2023-01-02,google,cpc,Email Promo,desktop,"Augusta, GA",GA,1,1,1
2023-01-02,google,cpc,Email Promo,mobile,"Augusta, GA",GA,1,1,1
2023-01-02,google,cpc,Email Promo,tablet,"Augusta, GA",GA,1,1,1
2023-01-02,google,cpc,,tablet,"Augusta, GA",GA,1,1,1
2023-01-02,google,cpc,BTS 2023,tablet,"Columbus, GA",GA,1,1,1
2023-01-02,google,cpc,Always On,mobile,"Macon, GA",GA,2,2,2
2023-01-02,google,cpc,Black Friday 2023,tablet,"Savannah, GA",GA,1,1,1
2023-01-02,google,cpc,Email Promo,desktop,"Savannah, GA",GA,2,2,2
2023-01-02,instagram,paid_social,BTS 2023,desktop,"Augusta, GA",GA,1,1,1
2023-01-02,instagram,paid_social,,tablet,"Augusta, GA",GA,1,1,1
2023-01-02,instagram,paid_social,BTS 2023,desktop,"Columbus, GA",GA,1,1,1
2023-01-02,instagram,paid_social,BTS 2023,tablet,"Columbus, GA",GA,1,1,1
2023-01-02,instagram,paid_social,Black Friday 2023,tablet,"Columbus, GA",GA,1,1,1
2023-01-02,instagram,paid_social,BTS 2023,tablet,"Macon, GA",GA,1,1,1
2023-01-02,instagram,paid_social,BTS 2024,mobile,"Macon, GA",GA,1,1,1
2023-01-02,instagram,paid_social,Black Friday 2023,desktop,"Macon, GA",GA,1,1,1
2023-01-02,instagram,paid_social,Always On,desktop,"Savannah, GA",GA,1,1,1
2023-01-02,instagram,paid_social,Black Friday 2023,mobile,"Savannah, GA",GA,1,1,1
2023-01-02,instagram,paid_social,Black Friday 2023,tablet,"Savannah, GA",GA,1,1,1
2023-01-02,instagram,paid_social,Email Promo,desktop,"Savannah, GA",GA,1,1,1
2023-01-02,instagram,paid_social,Email Promo,tablet,"Savannah, GA",GA,2,2,2
2023-01-02,tiktok,paid_social,Black Friday 2023,tablet,"Atlanta, GA",GA,1,1,1
2023-01-02,tiktok,paid_social,Email Promo,mobile,"Augusta, GA",GA,1,1,1
2023-01-02,tiktok,paid_social,BTS 2024,tablet,"Columbus, GA",GA,1,1,1
2023-01-02,tiktok,paid_social,Email Promo,mobile,"Columbus, GA",GA,1,1,1
2023-01-02,tiktok,paid_social,Email Promo,tablet,"Macon, GA",GA,1,1,1
2023-01-02,tiktok,paid_social,Always On,desktop,"Savannah, GA",GA,1,1,1
2023-01-03,direct,none,Always On,mobile,"Atlanta, GA",GA,1,1,1
2023-01-03,direct,none,Always On,tablet,"Atlanta, GA",GA,2,2,2
2023-01-03,direct,none,BTS 2023,tablet,"Atlanta, GA",GA,1,1,1
2023-01-03,direct,none,BTS 2024,mobile,"Atlanta, GA",GA,1,1,1
2023-01-03,direct,none,Black Friday 2023,mobile,"Atlanta, GA",GA,1,1,1
2023-01-03,direct,none,Email Promo,mobile,"Atlanta, GA",GA,1,1,1
2023-01-03,direct,none,,tablet,"Atlanta, GA",GA,2,2,2
2023-01-03,direct,none,Always On,mobile,"Augusta, GA",GA,1,1,1
2023-01-03,direct,none,Email Promo,tablet,"Augusta, GA",GA,1,1,1
2023-01-03,direct,none,,desktop,"Augusta, GA",GA,1,1,1
2023-01-03,direct,none,BTS 2023,tablet,"Columbus, GA",GA,2,2,2
2023-01-03,direct,none,Black Friday 2023,desktop,"Columbus, GA",GA,1,1,1
2023-01-03,direct,none,BTS 2023,desktop,"Macon, GA",GA,1,1,1
2023-01-03,direct,none,Black Friday 2023,mobile,"Macon, GA",GA,1,1,1
2023-01-03,direct,none,,tablet,"Macon, GA",GA,1,1,1
2023-01-03,direct,none,BTS 2023,desktop,"Savannah, GA",GA,1,1,1
2023-01-03,direct,none,BTS 2023,mobile,"Savannah, GA",GA,1,1,1
2023-01-03,email,email,BTS 2023,desktop,"Atlanta, GA",GA,1,1,1
2023-01-03,email,email,BTS 2023,tablet,"Atlanta, GA",GA,1,1,1
2023-01-03,email,email,Black Friday 2023,mobile,"Atlanta, GA",GA,1,1,1
2023-01-03,email,email,,tablet,"Atlanta, GA",GA,1,1,1
2023-01-03,email,email,BTS 2023,tablet,"Augusta, GA",GA,1,1,1
2023-01-03,email,email,BTS 2024,mobile,"Augusta, GA",GA,1,1,1
2023-01-03,email,email,Black Friday 2023,desktop,"Augusta, GA",GA,1,1,1
2023-01-03,email,email,Black Friday 2023,mobile,"Augusta, GA",GA,2,2,2
2023-01-03,email,email,Email Promo,tablet,"Augusta, GA",GA,1,1,1
2023-01-03,email,email,Always On,desktop,"Columbus, GA",GA,1,1,1
2023-01-03,email,email,,mobile,"Columbus, GA",GA,1,1,1
2023-01-03,email,email,Email Promo,mobile,"Macon, GA",GA,1,1,1
2023-01-03,email,email,Email Promo,tablet,"Macon, GA",GA,1,1,1
2023-01-03,email,email,BTS 2023,desktop,"Savannah, GA",GA,1,1,1
2023-01-03,email,email,BTS 2024,desktop,"Savannah, GA",GA,1,1,1
2023-01-03,email,email,Black Friday 2023,mobile,"Savannah, GA",GA,1,1,1
2023-01-03,facebook,paid_social,Always On,tablet,"Atlanta, GA",GA,1,1,1
2023-01-03,facebook,paid_social,Email Promo,tablet,"Columbus, GA",GA,1,1,1
2023-01-03,facebook,paid_social,Black Friday 2023,desktop,"Macon, GA",GA,1,1,1
2023-01-03,facebook,paid_social,Email Promo,tablet,"Macon, GA",GA,1,1,1
2023-01-03,facebook,paid_social,BTS 2023,tablet,"Savannah, GA",GA,1,1,1
2023-01-03,facebook,paid_social,Email Promo,tablet,"Savannah, GA",GA,2,2,2
2023-01-03,facebook,paid_social,,tablet,"Savannah, GA",GA,1,1,1
2023-01-03,google,cpc,Email Promo,tablet,"Atlanta, GA",GA,1,1,1
2023-01-03,google,cpc,Black Friday 2023,mobile,"Augusta, GA",GA,1,1,1
2023-01-03,google,cpc,Email Promo,desktop,"Augusta, GA",GA,1,1,1
2023-01-03,google,cpc,BTS 2023,tablet,"Columbus, GA",GA,1,1,1
2023-01-03,google,cpc,BTS 2024,mobile,"Columbus, GA",GA,1,1,1
2023-01-03,google,cpc,,mobile,"Columbus, GA",GA,1,1,1
2023-01-03,google,cpc,BTS 2024,mobile,"Macon, GA",GA,1,1,1
2023-01-03,google,cpc,,tablet,"Macon, GA",GA,1,1,1
2023-01-03,instagram,paid_social,BTS 2024,desktop,"Atlanta, GA",GA,1,1,1
2023-01-03,instagram,paid_social,Email Promo,mobile,"Atlanta, GA",GA,1,1,1
2023-01-03,instagram,paid_social,Email Promo,tablet,"Atlanta, GA",GA,1,1,1
2023-01-03,instagram,paid_social,,tablet,"Atlanta, GA",GA,1,1,1
2023-01-03,instagram,paid_social,Black Friday 2023,desktop,"Augusta, GA",GA,1,1,1
2023-01-03,instagram,paid_social,BTS 2024,mobile,"Columbus, GA",GA,1,1,1
2023-01-03,instagram,paid_social,BTS 2024,tablet,"Columbus, GA",GA,1,1,1
2023-01-03,instagram,paid_social,BTS 2023,mobile,"Macon, GA",GA,1,1,1
2023-01-03,instagram,paid_social,BTS 2023,desktop,"Savannah, GA",GA,1,1,1
2023-01-03,instagram,paid_social,Black Friday 2023,mobile,"Savannah, GA",GA,2,2,2
2023-01-03,instagram,paid_social,,mobile,"Savannah, GA",GA,1,1,1
2023-01-03,tiktok,paid_social,Always On,mobile,"Atlanta, GA",GA,1,1,1
2023-01-03,tiktok,paid_social,BTS 2023,mobile,"Atlanta, GA",GA,1,1,1
2023-01-03,tiktok,paid_social,BTS 2024,mobile,"Atlanta, GA",GA,1,1,1
2023-01-03,tiktok,paid_social,Black Friday 2023,tablet,"Atlanta, GA",GA,1,1,1
2023-01-03,tiktok,paid_social,,tablet,"Atlanta, GA",GA,1,1,1
2023-01-03,tiktok,paid_social,BTS 2023,desktop,"Augusta, GA",GA,1,1,1
2023-01-03,tiktok,paid_social,BTS 2024,tablet,"Augusta, GA",GA,1,1,1
2023-01-03,tiktok,paid_social,Black Friday 2023,tablet,"Augusta, GA",GA,1,1,1
2023-01-03,tiktok,paid_social,Black Friday 2023,tablet,"Columbus, GA",GA,1,1,1
2023-01-03,tiktok,paid_social,BTS 2023,mobile,"Macon, GA",GA,1,1,1
2023-01-03,tiktok,paid_social,,tablet,"Macon, GA",GA,1,1,1
2023-01-03,tiktok,paid_social,Always On,tablet,"Savannah, GA",GA,1,1,1
2023-01-03,tiktok,paid_social,BTS 2024,mobile,"Savannah, GA",GA,1,1,1
2023-01-03,tiktok,paid_social,Email Promo,desktop,"Savannah, GA",GA,1,1,1
2023-01-03,tiktok,paid_social,,desktop,"Savannah, GA",GA,1,1,1
2023-01-04,direct,none,Always On,mobile,"Atlanta, GA",GA,1,1,1
2023-01-04,direct,none,BTS 2024,mobile,"Atlanta, GA",GA,1,1,1
2023-01-04,direct,none,BTS 2024,tablet,"Atlanta, GA",GA,1,1,1
2023-01-04,direct,none,Email Promo,mobile,"Atlanta, GA",GA,1,1,1
2023-01-04,direct,none,,mobile,"Atlanta, GA",GA,1,1,1
2023-01-04,direct,none,Black Friday 2023,desktop,"Augusta, GA",GA,1,1,1
2023-01-04,direct,none,BTS 2024,tablet,"Columbus, GA",GA,1,1,1
2023-01-04,direct,none,BTS 2023,mobile,"Macon, GA",GA,1,1,1
2023-01-04,direct,none,Black Friday 2023,desktop,"Macon, GA",GA,1,1,1
2023-01-04,direct,none,Always On,desktop,"Savannah, GA",GA,1,1,1
2023-01-04,direct,none,Always On,mobile,"Savannah, GA",GA,1,1,1
2023-01-04,direct,none,BTS 2024,tablet,"Savannah, GA",GA,1,1,1
2023-01-04,direct,none,Black Friday 2023,tablet,"Savannah, GA",GA,1,1,1
2023-01-04,direct,none,Email Promo,desktop,"Savannah, GA",GA,1,1,1
2023-01-04,direct,none,,tablet,"Savannah, GA",GA,2,2,2
2023-01-04,email,email,BTS 2024,tablet,"Atlanta, GA",GA,1,1,1
2023-01-04,email,email,Always On,desktop,"Augusta, GA",GA,1,1,1
2023-01-04,email,email,BTS 2023,tablet,"Augusta, GA",GA,1,1,1
2023-01-04,email,email,BTS 2024,tablet,"Augusta, GA",GA,1,1,1
2023-01-04,email,email,Always On,desktop,"Columbus, GA",GA,1,1,1
2023-01-04,email,email,Email Promo,tablet,"Columbus, GA",GA,1,1,1
2023-01-04,email,email,BTS 2023,desktop,"Macon, GA",GA,1,1,1
2023-01-04,email,email,,mobile,"Savannah, GA",GA,1,1,1
2023-01-04,facebook,paid_social,BTS 2023,desktop,"Atlanta, GA",GA,1,1,1
2023-01-04,facebook,paid_social,Email Promo,mobile,"Atlanta, GA",GA,1,1,1
2023-01-04,facebook,paid_social,,mobile,"Atlanta, GA",GA,1,1,1
2023-01-04,facebook,paid_social,,tablet,"Atlanta, GA",GA,1,1,1
2023-01-04,facebook,paid_social,BTS 2023,mobile,"Augusta, GA",GA,1,1,1
2023-01-04,facebook,paid_social,Email Promo,tablet,"Augusta, GA",GA,2,2,2
2023-01-04,facebook,paid_social,,desktop,"Augusta, GA",GA,1,1,1
2023-01-04,facebook,paid_social,,tablet,"Augusta, GA",GA,3,3,3
2023-01-04,facebook,paid_social,BTS 2023,tablet,"Columbus, GA",GA,1,1,1
2023-01-04,facebook,paid_social,BTS 2024,mobile,"Columbus, GA",GA,2,2,2
2023-01-04,facebook,paid_social,Always On,desktop,"Macon, GA",GA,1,1,1
2023-01-04,facebook,paid_social,Black Friday 2023,tablet,"Macon, GA",GA,1,1,1
2023-01-04,google,cpc,Always On,mobile,"Atlanta, GA",GA,2,2,2
2023-01-04,google,cpc,BTS 2024,tablet,"Atlanta, GA",GA,1,1,1
2023-01-04,google,cpc,Black Friday 2023,tablet,"Atlanta, GA",GA,1,1,1
2023-01-04,google,cpc,Always On,tablet,"Augusta, GA",GA,1,1,1
2023-01-04,google,cpc,,desktop,"Augusta, GA",GA,1,1,1
2023-01-04,google,cpc,BTS 2024,mobile,"Columbus, GA",GA,1,1,1
2023-01-04,google,cpc,Black Friday 2023,tablet,"Columbus, GA",GA,1,1,1
2023-01-04,google,cpc,Email Promo,mobile,"Columbus, GA",GA,1,1,1
2023-01-04,google,cpc,,tablet,"Columbus, GA",GA,1,1,1
2023-01-04,google,cpc,Black Friday 2023,tablet,"Macon, GA",GA,1,1,1
2023-01-04,google,cpc,Email Promo,mobile,"Macon, GA",GA,1,1,1
2023-01-04,google,cpc,,mobile,"Macon, GA",GA,1,1,1
2023-01-04,google,cpc,Always On,tablet,"Savannah, GA",GA,1,1,1
2023-01-04,google,cpc,BTS 2024,mobile,"Savannah, GA",GA,1,1,1
2023-01-04,google,cpc,Black Friday 2023,tablet,"Savannah, GA",GA,1,1,1
2023-01-04,instagram,paid_social,BTS 2023,mobile,"Atlanta, GA",GA,1,1,1
2023-01-04,instagram,paid_social,BTS 2023,tablet,"Atlanta, GA",GA,1,1,1
2023-01-04,instagram,paid_social,Black Friday 2023,desktop,"Atlanta, GA",GA,1,1,1
2023-01-04,instagram,paid_social,Black Friday 2023,mobile,"Atlanta, GA",GA,1,1,1
2023-01-04,instagram,paid_social,Always On,mobile,"Augusta, GA",GA,1,1,1
2023-01-04,instagram,paid_social,Black Friday 2023,tablet,"Augusta, GA",GA,1,1,1
2023-01-04,instagram,paid_social,,mobile,"Augusta, GA",GA,1,1,1
2023-01-04,instagram,paid_social,Always On,mobile,"Columbus, GA",GA,1,1,1
2023-01-04,instagram,paid_social,Black Friday 2023,desktop,"Columbus, GA",GA,1,1,1
2023-01-04,instagram,paid_social,Black Friday 2023,desktop,"Macon, GA",GA,1,1,1
2023-01-04,instagram,paid_social,Email Promo,tablet,"Macon, GA",GA,1,1,1
2023-01-04,instagram,paid_social,,desktop,"Macon, GA",GA,1,1,1
2023-01-04,instagram,paid_social,,mobile,"Macon, GA",GA,1,1,1
2023-01-04,instagram,paid_social,Black Friday 2023,desktop,"Savannah, GA",GA,1,1,1
2023-01-04,instagram,paid_social,,tablet,"Savannah, GA",GA,2,2,2
2023-01-04,tiktok,paid_social,Always On,desktop,"Atlanta, GA",GA,1,1,1
2023-01-04,tiktok,paid_social,Email Promo,tablet,"Augusta, GA",GA,1,1,1
2023-01-04,tiktok,paid_social,Always On,tablet,"Columbus, GA",GA,1,1,1
2023-01-04,tiktok,paid_social,BTS 2023,desktop,"Columbus, GA",GA,1,1,1
2023-01-04,tiktok,paid_social,BTS 2024,desktop,"Columbus, GA",GA,1,1,1
2023-01-04,tiktok,paid_social,Always On,desktop,"Macon, GA",GA,1,1,1
2023-01-04,tiktok,paid_social,Always On,mobile,"Macon, GA",GA,1,1,1
2023-01-04,tiktok,paid_social,Email Promo,tablet,"Macon, GA",GA,1,1,1
2023-01-05,direct,none,Always On,mobile,"Augusta, GA",GA,1,1,1
2023-01-05,direct,none,BTS 2024,mobile,"Augusta, GA",GA,1,1,1
2023-01-05,direct,none,,mobile,"Augusta, GA",GA,1,1,1
2023-01-05,direct,none,BTS 2024,tablet,"Columbus, GA",GA,1,1,1
2023-01-05,direct,none,Black Friday 2023,desktop,"Columbus, GA",GA,1,1,1
2023-01-05,direct,none,,tablet,"Columbus, GA",GA,1,1,1
2023-01-05,direct,none,BTS 2023,mobile,"Macon, GA",GA,1,1,1
2023-01-05,direct,none,BTS 2024,desktop,"Macon, GA",GA,1,1,1
2023-01-05,direct,none,Black Friday 2023,mobile,"Macon, GA",GA,1,1,1
2023-01-05,direct,none,,mobile,"Macon, GA",GA,1,1,1
2023-01-05,direct,none,Always On,tablet,"Savannah, GA",GA,1,1,1
2023-01-05,direct,none,BTS 2023,tablet,"Savannah, GA",GA,1,1,1
2023-01-05,direct,none,Email Promo,tablet,"Savannah, GA",GA,1,1,1
2023-01-05,email,email,Always On,mobile,"Atlanta, GA",GA,1,1,1
2023-01-05,email,email,Email Promo,desktop,"Atlanta, GA",GA,1,1,1
2023-01-05,email,email,BTS 2024,desktop,"Augusta, GA",GA,1,1,1
2023-01-05,email,email,Black Friday 2023,desktop,"Augusta, GA",GA,1,1,1
2023-01-05,email,email,Email Promo,mobile,"Augusta, GA",GA,2,2,2
2023-01-05,email,email,Always On,desktop,"Columbus, GA",GA,1,1,1
2023-01-05,email,email,BTS 2024,desktop,"Columbus, GA",GA,2,2,2
2023-01-05,email,email,BTS 2024,mobile,"Columbus, GA",GA,1,1,1
2023-01-05,email,email,Email Promo,desktop,"Columbus, GA",GA,1,1,1
2023-01-05,email,email,BTS 2023,desktop,"Macon, GA",GA,1,1,1
2023-01-05,email,email,Email Promo,desktop,"Macon, GA",GA,1,1,1
2023-01-05,email,email,Email Promo,mobile,"Macon, GA",GA,1,1,1
2023-01-05,email,email,,desktop,"Macon, GA",GA,1,1,1
2023-01-05,email,email,Always On,mobile,"Savannah, GA",GA,2,2,2
