date,channel,campaign_name,campaign_id,dma_name,state,spend,impressions,clicks,video_views,video_25pct,video_50pct,video_75pct,video_completes,optimization_goal,age_target,audience_segment
2023-04-05,Pinterest,Pinterest BTS Moms,PI_6623,"Savannah, GA",GA,128.37,6031,147,1844,1390,902,705,486,Video Views,18-24,Moms & Daughters
2024-05-30,Pinterest,Pinterest BTS Moms,PI_6623,"Atlanta, GA",GA,158.86,8724,250,4422,3694,3308,2766,2556,Conversions,18-24,Moms & Daughters
2024-01-20,Pinterest,Pinterest BTS Moms,PI_6623,"Augusta, GA",GA,76.82,5008,124,2230,1994,1299,949,841,Conversions,35-44,Teen Daughters
2023-02-26,Pinterest,Pinterest Always On,PI_4556,"Augusta, GA",GA,259.39,11037,118,3431,2092,1459,987,868,Video Views,18-24,Teen Daughters
2023-09-22,Pinterest,Pinterest Always On,PI_4556,"Augusta, GA",GA,178.95,10100,101,4095,3301,2849,2183,1528,Conversions,35-44,Suburban Moms
2023-09-14,Pinterest,Pinterest BTS Moms,PI_6623,"Columbus, GA",GA,208.37,13355,204,5045,3792,2833,2051,1787,Video Views,18-24,Moms & Daughters
2023-06-01,Pinterest,Pinterest BTS Moms,PI_6623,"Augusta, GA",GA,91.58,6228,147,3467,2231,1643,1286,911,Conversions,18-24,Moms & Daughters
2023-06-09,Pinterest,Pinterest Teen Trends,PI_4922,"Augusta, GA",GA,161.55,8913,315,5120,3782,2538,1594,1408,Video Views,18-24,Teen Daughters
2024-04-17,Pinterest,Pinterest Teen Trends,PI_4922,"Atlanta, GA",GA,65.13,4264,142,1665,1322,994,839,777,Video Views,35-44,Moms & Daughters
2023-05-03,Pinterest,Pinterest BTS Moms,PI_6623,"Atlanta, GA",GA,51.23,3219,42,1419,856,753,561,360,Video Views,13-17,Moms & Daughters
2023-07-28,Pinterest,Pinterest Always On,PI_4556,"Augusta, GA",GA,104.3,6101,108,2312,1958,1545,1183,864,Video Views,25-34,Moms & Daughters
2023-01-04,Pinterest,Pinterest Always On,PI_4556,"Atlanta, GA",GA,173.81,11054,323,6398,5628,4250,3501,3311,Video Views,18-24,Moms & Daughters
2023-10-16,Pinterest,Pinterest Always On,PI_4556,"Savannah, GA",GA,23.24,1611,28,622,455,283,211,129,Conversions,25-34,Teen Daughters
2023-10-26,Pinterest,Pinterest BTS Moms,PI_6623,"Columbus, GA",GA,80.75,3509,115,1921,1685,1483,1181,738,Traffic,25-34,Teen Daughters
2023-04-01,Pinterest,Pinterest BTS Moms,PI_6623,"Atlanta, GA",GA,86.52,5343,156,2069,1393,1198,1023,757,Conversions,13-17,Moms & Daughters
2024-05-25,Pinterest,Pinterest Teen Trends,PI_4922,"Savannah, GA",GA,97.77,4076,103,2276,1520,1132,705,495,Conversions,35-44,Moms & Daughters
2023-11-04,Pinterest,Pinterest Always On,PI_4556,"Atlanta, GA",GA,57.72,3575,62,1217,933,592,454,385,Conversions,25-34,Moms & Daughters
2023-01-30,Pinterest,Pinterest Always On,PI_4556,"Macon, GA",GA,163.06,7878,167,4254,3558,2414,1996,1387,Traffic,35-44,Teen Daughters
2023-05-30,Pinterest,Pinterest Teen Trends,PI_4922,"Columbus, GA",GA,229.35,10434,319,3654,3065,2319,1415,1023,Traffic,13-17,Moms & Daughters
2023-04-27,Pinterest,Pinterest BTS Moms,PI_6623,"Savannah, GA",GA,330.45,22365,822,12483,8212,5446,4407,4120,Traffic,13-17,Suburban Moms
2023-02-26,Pinterest,Pinterest Teen Trends,PI_4922,"Savannah, GA",GA,118.1,5945,175,3548,2407,1631,1051,931,Conversions,18-24,Suburban Moms
2023-10-01,Pinterest,Pinterest BTS Moms,PI_6623,"Savannah, GA",GA,201.93,11913,164,5526,4301,2602,2124,1684,Video Views,18-24,Teen Daughters
2023-07-20,Pinterest,Pinterest Always On,PI_4556,"Macon, GA",GA,119.39,8116,212,3537,2879,2228,1561,1219,Conversions,13-17,Moms & Daughters
2023-12-28,Pinterest,Pinterest Always On,PI_4556,"Macon, GA",GA,114.1,6538,169,3121,1952,1288,1113,679,Video Views,18-24,Moms & Daughters
2023-06-12,Pinterest,Pinterest Teen Trends,PI_4922,"Macon, GA",GA,94.25,5469,172,2151,1590,1092,912,617,Traffic,18-24,Moms & Daughters
2023-02-15,Pinterest,Pinterest BTS Moms,PI_6623,"Savannah, GA",GA,79.24,3557,135,1550,1078,942,795,675,Traffic,35-44,Teen Daughters
2023-08-30,Pinterest,Pinterest Teen Trends,PI_4922,"Macon, GA",GA,258.72,14873,205,4873,3338,2340,1836,1287,Video Views,18-24,Suburban Moms
2024-03-19,Pinterest,Pinterest Always On,PI_4556,"Macon, GA",GA,249.7,10382,251,6047,4410,3228,2782,2541,Conversions,13-17,Suburban Moms
2023-11-05,Pinterest,Pinterest BTS Moms,PI_6623,"Macon, GA",GA,50.92,2685,74,1489,946,794,606,518,Conversions,25-34,Moms & Daughters
2023-03-28,Pinterest,Pinterest Teen Trends,PI_4922,"Savannah, GA",GA,58.72,2655,67,1013,687,552,459,354,Video Views,35-44,Teen Daughters
2023-07-13,Pinterest,Pinterest Teen Trends,PI_4922,"Macon, GA",GA,165.09,6919,244,3176,2004,1328,907,680,Traffic,25-34,Suburban Moms
2023-09-27,Pinterest,Pinterest Always On,PI_4556,"Macon, GA",GA,129.32,8910,177,3591,2743,1777,1548,1329,Video Views,13-17,Suburban Moms
2024-06-13,Pinterest,Pinterest Teen Trends,PI_4922,"Macon, GA",GA,136.54,9044,91,3592,2629,1693,1443,1111,Video Views,35-44,Suburban Moms
2024-05-27,Pinterest,Pinterest Always On,PI_4556,"Atlanta, GA",GA,56.49,3914,60,1979,1258,870,591,503,Conversions,13-17,Suburban Moms
2024-01-28,Pinterest,Pinterest BTS Moms,PI_6623,"Macon, GA",GA,306.8,13186,318,5754,3891,2855,2319,1910,Video Views,18-24,Suburban Moms
2023-11-25,Pinterest,Pinterest Teen Trends,PI_4922,"Atlanta, GA",GA,423.85,27868,348,14175,12363,8235,6876,4449,Conversions,18-24,Teen Daughters
2023-03-16,Pinterest,Pinterest Always On,PI_4556,"Atlanta, GA",GA,165.38,10874,211,4277,3283,2184,1803,1246,Conversions,13-17,Moms & Daughters
2023-07-15,Pinterest,Pinterest BTS Moms,PI_6623,"Atlanta, GA",GA,388.47,23715,384,12676,10011,7437,5002,3809,Video Views,25-34,Suburban Moms
2023-02-21,Pinterest,Pinterest Always On,PI_4556,"Macon, GA",GA,116.13,6061,154,3098,2159,1922,1401,966,Video Views,25-34,Moms & Daughters
2024-06-02,Pinterest,Pinterest BTS Moms,PI_6623,"Savannah, GA",GA,93.61,5703,146,2387,1728,1094,784,523,Video Views,13-17,Moms & Daughters
