event_datetime,user_id,session_id,page_url,traffic_source,traffic_medium,campaign,device_category,dma_name,state,zip_code
2024-04-02 08:22:00,u_510,s_2155,/girls/tops,facebook,paid_social,Always On,tablet,"Columbus, GA",GA,318710
2024-04-02 21:38:00,u_607,s_2522,/girls/new-arrivals,tiktok,paid_social,BTS 2023,mobile,"Columbus, GA",GA,318986
2024-04-02 08:20:00,u_1269,s_881,/sale/black-friday,instagram,paid_social,Email Promo,desktop,"Macon, GA",GA,310310
2024-04-02 21:16:00,u_1262,s_5996,/about,google,cpc,Black Friday 2023,mobile,"Macon, GA",GA,310024
2024-04-02 09:57:00,u_191,s_2845,/sale/back-to-school,instagram,paid_social,BTS 2023,mobile,"Columbus, GA",GA,319765
2024-04-02 21:10:00,u_1040,s_3395,/girls/new-arrivals,facebook,paid_social,Always On,mobile,"Augusta, GA",GA,309867
2024-04-02 20:41:00,u_889,s_4928,/,facebook,paid_social,Black Friday 2023,desktop,"Atlanta, GA",GA,301833
2024-04-02 20:03:00,u_290,s_983,/sale/back-to-school,instagram,paid_social,Black Friday 2023,tablet,"Atlanta, GA",GA,302610
2024-04-02 09:21:00,u_1363,s_5389,/moms/new-arrivals,tiktok,paid_social,BTS 2024,tablet,"Savannah, GA",GA,313615
2024-04-02 16:18:00,u_987,s_1767,/story/karen-lesac,email,email,Always On,desktop,"Savannah, GA",GA,313872
2024-04-02 16:33:00,u_81,s_680,/girls/bottoms,google,cpc,Always On,desktop,"Atlanta, GA",GA,300668
2024-04-02 17:55:00,u_1327,s_4513,/story/karen-lesac,instagram,paid_social,Always On,desktop,"Macon, GA",GA,310937
2024-04-02 17:33:00,u_1208,s_1896,/sale/back-to-school,instagram,paid_social,BTS 2023,mobile,"Columbus, GA",GA,318444
2024-04-02 18:25:00,u_462,s_3053,/sale/black-friday,instagram,paid_social,Always On,mobile,"Columbus, GA",GA,318671
2024-04-02 18:01:00,u_1500,s_2789,/girls/tops,facebook,paid_social,Always On,desktop,"Columbus, GA",GA,319573
2024-04-02 08:06:00,u_346,s_5840,/sale,instagram,paid_social,None,tablet,"Atlanta, GA",GA,300987
2024-04-02 15:50:00,u_1003,s_3581,/sale,tiktok,paid_social,BTS 2023,mobile,"Columbus, GA",GA,318717
2024-04-02 11:01:00,u_828,s_2740,/moms/tops,direct,none,Black Friday 2023,mobile,"Macon, GA",GA,310230
2024-04-02 20:34:00,u_35,s_2514,/sale/back-to-school,google,cpc,None,mobile,"Savannah, GA",GA,314021
2024-04-02 18:21:00,u_407,s_4132,/girls/tops,direct,none,Black Friday 2023,desktop,"Savannah, GA",GA,313153
2024-04-02 15:53:00,u_1253,s_5943,/sale,google,cpc,Always On,desktop,"Augusta, GA",GA,308505
2024-04-02 11:00:00,u_985,s_2786,/girls/bottoms,instagram,paid_social,BTS 2024,tablet,"Augusta, GA",GA,309368
2024-04-02 10:09:00,u_483,s_3740,/girls/new-arrivals,instagram,paid_social,BTS 2023,desktop,"Macon, GA",GA,310339
2024-04-02 08:20:00,u_315,s_476,/girls/new-arrivals,direct,none,Always On,tablet,"Augusta, GA",GA,308789
2024-04-02 17:25:00,u_532,s_2821,/girls/tops,google,cpc,BTS 2023,tablet,"Atlanta, GA",GA,301480
2024-04-02 20:50:00,u_944,s_4242,/moms/new-arrivals,google,cpc,None,tablet,"Atlanta, GA",GA,302321
2024-04-02 09:46:00,u_123,s_2344,/girls/dresses,direct,none,BTS 2023,desktop,"Columbus, GA",GA,318230
2024-04-02 14:05:00,u_407,s_3727,/sale/back-to-school,facebook,paid_social,BTS 2023,desktop,"Savannah, GA",GA,313948
2024-04-02 10:47:00,u_381,s_2540,/story/karen-lesac,email,email,BTS 2024,desktop,"Atlanta, GA",GA,301080
2024-04-02 20:12:00,u_245,s_3920,/girls/tops,email,email,Email Promo,desktop,"Savannah, GA",GA,314643
2024-04-02 15:22:00,u_946,s_849,/sale,instagram,paid_social,Email Promo,tablet,"Savannah, GA",GA,314407
2024-04-02 20:33:00,u_134,s_4595,/story/karen-lesac,instagram,paid_social,BTS 2023,tablet,"Macon, GA",GA,310211
2024-04-02 09:26:00,u_901,s_2537,/sale,google,cpc,Email Promo,desktop,"Atlanta, GA",GA,301149
2024-04-02 18:01:00,u_287,s_4958,/moms/tops,facebook,paid_social,None,mobile,"Macon, GA",GA,310238
2024-04-02 20:44:00,u_340,s_21,/girls/tops,direct,none,Always On,mobile,"Savannah, GA",GA,313824
2024-04-02 10:39:00,u_1464,s_5866,/about,tiktok,paid_social,BTS 2023,mobile,"Columbus, GA",GA,318917
2024-04-02 21:03:00,u_216,s_1868,/sale/black-friday,direct,none,None,desktop,"Savannah, GA",GA,314054
2024-04-02 14:21:00,u_365,s_5448,/girls/tops,facebook,paid_social,Email Promo,desktop,"Columbus, GA",GA,319754
2024-04-02 16:20:00,u_88,s_121,/moms/activewear,facebook,paid_social,None,tablet,"Atlanta, GA",GA,301727
2024-04-02 08:58:00,u_144,s_2986,/moms/tops,facebook,paid_social,None,desktop,"Columbus, GA",GA,318940
2024-04-02 08:31:00,u_1278,s_2473,/about,tiktok,paid_social,Email Promo,tablet,"Atlanta, GA",GA,301265
2024-04-02 13:34:00,u_1325,s_3161,/story/karen-lesac,tiktok,paid_social,BTS 2024,mobile,"Savannah, GA",GA,314212
2024-04-02 14:51:00,u_1475,s_795,/girls/tops,google,cpc,Email Promo,desktop,"Atlanta, GA",GA,302163
2024-04-02 09:43:00,u_1475,s_5737,/girls/tops,facebook,paid_social,BTS 2024,mobile,"Atlanta, GA",GA,300093
2024-04-02 09:34:00,u_982,s_1844,/story/karen-lesac,instagram,paid_social,Black Friday 2023,mobile,"Augusta, GA",GA,308221
2024-04-02 14:59:00,u_796,s_205,/moms/tops,tiktok,paid_social,Always On,desktop,"Augusta, GA",GA,309988
2024-04-02 09:06:00,u_777,s_4434,/story/karen-lesac,google,cpc,Always On,tablet,"Augusta, GA",GA,309166
2024-04-02 16:55:00,u_13,s_235,/,instagram,paid_social,Email Promo,desktop,"Savannah, GA",GA,313709
2024-04-02 17:09:00,u_724,s_1052,/about,facebook,paid_social,Always On,desktop,"Savannah, GA",GA,313962
2024-04-02 15:03:00,u_493,s_264,/moms/tops,direct,none,None,desktop,"Atlanta, GA",GA,301584
2024-04-02 19:43:00,u_961,s_195,/sale/black-friday,direct,none,BTS 2023,desktop,"Columbus, GA",GA,318975
2024-04-02 15:08:00,u_941,s_3148,/sale,email,email,Email Promo,mobile,"Augusta, GA",GA,308964
2024-04-02 20:56:00,u_154,s_881,/sale/back-to-school,google,cpc,BTS 2023,mobile,"Savannah, GA",GA,313369
2024-04-02 15:38:00,u_1154,s_1509,/girls/dresses,google,cpc,Black Friday 2023,desktop,"Columbus, GA",GA,319899
2024-04-02 08:55:00,u_1188,s_134,/sale/black-friday,direct,none,BTS 2024,mobile,"Atlanta, GA",GA,300742
2024-04-02 10:42:00,u_193,s_3507,/girls/bottoms,instagram,paid_social,BTS 2024,desktop,"Augusta, GA",GA,308309
2024-04-02 10:09:00,u_1260,s_2360,/story/karen-lesac,direct,none,Black Friday 2023,desktop,"Columbus, GA",GA,318735
2024-04-02 19:07:00,u_1272,s_550,/girls/dresses,tiktok,paid_social,BTS 2023,tablet,"Savannah, GA",GA,314949
2024-04-02 19:29:00,u_1329,s_2899,/girls/tops,instagram,paid_social,Email Promo,desktop,"Columbus, GA",GA,319712
2024-04-02 15:17:00,u_166,s_2171,/sale/black-friday,tiktok,paid_social,None,desktop,"Columbus, GA",GA,318396
2024-04-02 11:11:00,u_147,s_3467,/moms/new-arrivals,direct,none,None,tablet,"Columbus, GA",GA,319989
2024-04-02 11:20:00,u_605,s_5558,/,facebook,paid_social,BTS 2023,tablet,"Columbus, GA",GA,319160
2024-04-02 14:15:00,u_673,s_1913,/story/karen-lesac,facebook,paid_social,Email Promo,desktop,"Augusta, GA",GA,308946
2024-04-02 20:55:00,u_1020,s_2988,/moms/new-arrivals,facebook,paid_social,BTS 2023,tablet,"Augusta, GA",GA,308768
2024-04-03 08:39:00,u_190,s_3123,/story/karen-lesac,google,cpc,BTS 2023,mobile,"Savannah, GA",GA,313039
2024-04-03 18:41:00,u_494,s_5867,/sale/back-to-school,direct,none,Always On,tablet,"Atlanta, GA",GA,302207
2024-04-03 13:50:00,u_83,s_4940,/sale,direct,none,Email Promo,tablet,"Savannah, GA",GA,314469
2024-04-03 15:28:00,u_1423,s_4208,/moms/new-arrivals,facebook,paid_social,Email Promo,mobile,"Atlanta, GA",GA,302386
2024-04-03 21:45:00,u_38,s_4219,/sale/black-friday,facebook,paid_social,Black Friday 2023,tablet,"Macon, GA",GA,310343
2024-04-03 14:09:00,u_210,s_5822,/about,tiktok,paid_social,Always On,desktop,"Savannah, GA",GA,313021
2024-04-03 18:04:00,u_1142,s_783,/girls/new-arrivals,tiktok,paid_social,Black Friday 2023,tablet,"Columbus, GA",GA,319932
2024-04-03 12:08:00,u_926,s_3097,/moms/new-arrivals,facebook,paid_social,Email Promo,desktop,"Savannah, GA",GA,314785
2024-04-03 21:02:00,u_312,s_2553,/girls/dresses,instagram,paid_social,Email Promo,mobile,"Augusta, GA",GA,309458
2024-04-03 18:03:00,u_166,s_995,/,facebook,paid_social,BTS 2023,tablet,"Savannah, GA",GA,314632
2024-04-03 15:49:00,u_950,s_3452,/sale/back-to-school,google,cpc,None,desktop,"Macon, GA",GA,310244
2024-04-03 15:29:00,u_190,s_5745,/sale,google,cpc,Email Promo,mobile,"Savannah, GA",GA,314268
2024-04-03 19:13:00,u_504,s_3640,/story/karen-lesac,direct,none,Always On,tablet,"Atlanta, GA",GA,302165
2024-04-03 17:08:00,u_485,s_4533,/girls/bottoms,instagram,paid_social,BTS 2023,mobile,"Augusta, GA",GA,308613
2024-04-03 21:23:00,u_1077,s_3939,/story/karen-lesac,email,email,Email Promo,desktop,"Savannah, GA",GA,314933
2024-04-03 18:28:00,u_921,s_1398,/story/karen-lesac,email,email,BTS 2023,desktop,"Macon, GA",GA,310675
2024-04-03 10:44:00,u_917,s_2364,/girls/dresses,direct,none,BTS 2023,mobile,"Macon, GA",GA,310041
2024-04-03 15:51:00,u_1414,s_669,/,facebook,paid_social,None,mobile,"Augusta, GA",GA,308826
2024-04-03 08:12:00,u_934,s_2252,/girls/tops,google,cpc,Email Promo,tablet,"Atlanta, GA",GA,302023
2024-04-03 08:14:00,u_400,s_5501,/,direct,none,BTS 2024,tablet,"Atlanta, GA",GA,302804
2024-04-03 20:52:00,u_584,s_1864,/sale,instagram,paid_social,Email Promo,tablet,"Augusta, GA",GA,308301
2024-04-03 17:49:00,u_1345,s_3333,/,facebook,paid_social,Black Friday 2023,mobile,"Atlanta, GA",GA,301573
2024-04-03 18:19:00,u_761,s_2692,/story/karen-lesac,direct,none,Email Promo,tablet,"Atlanta, GA",GA,300923
2024-04-03 09:42:00,u_379,s_270,/story/karen-lesac,direct,none,BTS 2023,mobile,"Augusta, GA",GA,309195
2024-04-03 20:29:00,u_1357,s_1466,/moms/new-arrivals,direct,none,Always On,mobile,"Savannah, GA",GA,314648
2024-04-03 16:06:00,u_742,s_2693,/about,direct,none,BTS 2023,mobile,"Columbus, GA",GA,319256
2024-04-03 13:53:00,u_220,s_5333,/about,facebook,paid_social,BTS 2024,mobile,"Atlanta, GA",GA,300612
2024-04-03 18:38:00,u_1200,s_5579,/,email,email,Black Friday 2023,mobile,"Atlanta, GA",GA,301461
2024-04-03 17:13:00,u_764,s_5258,/sale/back-to-school,tiktok,paid_social,BTS 2024,tablet,"Macon, GA",GA,310598
2024-04-03 10:26:00,u_991,s_1291,/girls/new-arrivals,instagram,paid_social,Black Friday 2023,mobile,"Savannah, GA",GA,314863
2024-04-03 11:54:00,u_868,s_678,/moms/activewear,instagram,paid_social,Always On,tablet,"Augusta, GA",GA,308949
2024-04-03 16:22:00,u_236,s_3995,/sale/black-friday,instagram,paid_social,Black Friday 2023,mobile,"Atlanta, GA",GA,300683
2024-04-03 21:27:00,u_1408,s_4953,/girls/tops,instagram,paid_social,Always On,tablet,"Macon, GA",GA,310007
2024-04-03 11:34:00,u_617,s_1696,/moms/new-arrivals,facebook,paid_social,BTS 2023,mobile,"Atlanta, GA",GA,300255
2024-04-03 09:02:00,u_599,s_633,/girls/tops,direct,none,BTS 2023,desktop,"Macon, GA",GA,310975
2024-04-03 20:18:00,u_603,s_4465,/about,email,email,BTS 2023,tablet,"Augusta, GA",GA,308720
2024-04-03 12:38:00,u_395,s_3363,/sale/black-friday,direct,none,BTS 2024,mobile,"Atlanta, GA",GA,300677
2024-04-03 13:36:00,u_498,s_2975,/sale,tiktok,paid_social,Black Friday 2023,mobile,"Macon, GA",GA,310305
2024-04-03 18:41:00,u_581,s_2055,/about,instagram,paid_social,Always On,mobile,"Atlanta, GA",GA,300306
2024-04-03 17:04:00,u_589,s_4439,/sale,google,cpc,Email Promo,tablet,"Augusta, GA",GA,309172
2024-04-03 16:34:00,u_134,s_4314,/moms/tops,tiktok,paid_social,Email Promo,tablet,"Savannah, GA",GA,314086
2024-04-03 21:35:00,u_586,s_1469,/sale/back-to-school,instagram,paid_social,BTS 2023,desktop,"Macon, GA",GA,310945
2024-04-03 13:33:00,u_1122,s_5332,/girls/bottoms,facebook,paid_social,BTS 2024,desktop,"Savannah, GA",GA,313141
2024-04-03 12:12:00,u_565,s_846,/girls/bottoms,email,email,BTS 2024,tablet,"Atlanta, GA",GA,300955
2024-04-03 19:38:00,u_418,s_973,/sale/back-to-school,facebook,paid_social,BTS 2023,tablet,"Columbus, GA",GA,319472
2024-04-03 20:57:00,u_1090,s_3942,/girls/new-arrivals,direct,none,None,mobile,"Macon, GA",GA,310158
2024-04-03 12:07:00,u_326,s_1493,/,tiktok,paid_social,Always On,mobile,"Macon, GA",GA,310883
2024-04-03 17:38:00,u_1104,s_4018,/about,email,email,Always On,desktop,"Atlanta, GA",GA,301593
2024-04-03 09:20:00,u_1488,s_3688,/sale/black-friday,facebook,paid_social,BTS 2023,desktop,"Savannah, GA",GA,313132
2024-04-03 10:04:00,u_446,s_307,/,facebook,paid_social,Email Promo,tablet,"Savannah, GA",GA,313444
2024-04-03 09:34:00,u_1316,s_4657,/about,direct,none,Email Promo,desktop,"Savannah, GA",GA,314790
2024-04-03 15:34:00,u_723,s_550,/,direct,none,Black Friday 2023,tablet,"Augusta, GA",GA,309863
2024-04-03 18:53:00,u_217,s_2678,/about,google,cpc,Email Promo,tablet,"Atlanta, GA",GA,301228
2024-04-03 11:44:00,u_1449,s_2252,/about,direct,none,Black Friday 2023,tablet,"Augusta, GA",GA,309959
2024-04-03 21:45:00,u_471,s_1455,/moms/activewear,tiktok,paid_social,BTS 2024,desktop,"Augusta, GA",GA,309467
2024-04-03 09:12:00,u_166,s_5647,/moms/activewear,instagram,paid_social,Black Friday 2023,desktop,"Augusta, GA",GA,308341
2024-04-03 18:41:00,u_1083,s_5841,/girls/tops,tiktok,paid_social,Email Promo,tablet,"Augusta, GA",GA,308957
2024-04-03 21:00:00,u_1227,s_627,/sale/back-to-school,facebook,paid_social,Black Friday 2023,desktop,"Augusta, GA",GA,309464
2024-04-03 21:07:00,u_1342,s_2406,/girls/new-arrivals,instagram,paid_social,Black Friday 2023,desktop,"Savannah, GA",GA,313046
2024-04-03 15:19:00,u_705,s_1876,/,email,email,Always On,desktop,"Savannah, GA",GA,314925
2024-04-03 13:04:00,u_1011,s_3151,/story/karen-lesac,email,email,Email Promo,mobile,"Atlanta, GA",GA,301267
2024-04-03 13:11:00,u_871,s_1405,/sale,tiktok,paid_social,Email Promo,desktop,"Augusta, GA",GA,309589
2024-04-03 15:39:00,u_76,s_229,/about,email,email,Black Friday 2023,mobile,"Savannah, GA",GA,313653
