date,channel,campaign_name,campaign_id,dma_name,state,spend,impressions,clicks,video_views,video_25pct,video_50pct,video_75pct,video_completes,optimization_goal,age_target,audience_segment
2023-02-12,TikTok,TikTok Always On,TI_1103,"Atlanta, GA",GA,91.81,4660,185,2069,1542,1186,1037,912,Traffic,25-34,Teen Daughters
2023-06-16,TikTok,TikTok BTS Moms,TI_3966,"Savannah, GA",GA,86.47,3660,104,2029,1230,762,561,481,Traffic,18-24,Suburban Moms
2023-06-27,TikTok,TikTok Teen Trends,TI_4212,"Macon, GA",GA,538.34,31705,884,15844,10455,7115,5208,3938,Traffic,25-34,Suburban Moms
2024-04-09,TikTok,TikTok Always On,TI_1103,"Savannah, GA",GA,231.18,14792,221,7958,4996,3883,3259,2121,Video Views,35-44,Teen Daughters
2023-10-21,TikTok,TikTok Always On,TI_1103,"Macon, GA",GA,247.17,11760,242,6683,5027,4044,3610,3155,Traffic,13-17,Moms & Daughters
2024-02-08,TikTok,TikTok BTS Moms,TI_3966,"Savannah, GA",GA,151.06,10057,181,4590,3612,3024,2041,1736,Video Views,13-17,Suburban Moms
2024-01-25,TikTok,TikTok Always On,TI_1103,"Macon, GA",GA,191.44,12781,456,4986,3702,3282,2485,2228,Conversions,18-24,Teen Daughters
2023-06-05,TikTok,TikTok BTS Moms,TI_3966,"Macon, GA",GA,259.6,17402,334,7650,6575,5480,3934,3524,Video Views,18-24,Suburban Moms
2024-06-27,TikTok,TikTok Teen Trends,TI_4212,"Macon, GA",GA,234.97,10174,319,3286,2026,1413,857,562,Video Views,35-44,Teen Daughters
2023-08-30,TikTok,TikTok Teen Trends,TI_4212,"Savannah, GA",GA,420.39,25676,779,11923,9651,7642,6365,4352,Video Views,13-17,Suburban Moms
2023-09-16,TikTok,TikTok Teen Trends,TI_4212,"Columbus, GA",GA,116.47,4659,129,1693,1022,723,642,540,Conversions,18-24,Suburban Moms
2024-01-08,TikTok,TikTok Teen Trends,TI_4212,"Macon, GA",GA,136.12,7998,106,3553,2899,2216,1825,1269,Conversions,13-17,Teen Daughters
2023-10-08,TikTok,TikTok Always On,TI_1103,"Macon, GA",GA,159.69,7460,95,3574,2731,2136,1677,1299,Video Views,13-17,Suburban Moms
2023-04-10,TikTok,TikTok BTS Moms,TI_3966,"Macon, GA",GA,331.82,20704,706,10785,9464,6947,4529,2793,Video Views,35-44,Suburban Moms
2023-06-10,TikTok,TikTok Teen Trends,TI_4212,"Atlanta, GA",GA,329.54,22080,768,7777,5630,4679,4183,3902,Conversions,35-44,Teen Daughters
2023-09-16,TikTok,TikTok Teen Trends,TI_4212,"Savannah, GA",GA,210.88,14233,548,4288,2980,2536,1929,1702,Video Views,13-17,Moms & Daughters
2023-03-24,TikTok,TikTok Always On,TI_1103,"Atlanta, GA",GA,203.95,11995,240,6016,3667,2346,1890,1274,Traffic,18-24,Teen Daughters
2023-06-27,TikTok,TikTok BTS Moms,TI_3966,"Augusta, GA",GA,77.83,3412,111,1730,1354,828,686,565,Traffic,35-44,Moms & Daughters
2023-07-07,TikTok,TikTok BTS Moms,TI_3966,"Columbus, GA",GA,112.98,7064,165,3462,2547,1994,1688,1119,Video Views,13-17,Moms & Daughters
2024-01-10,TikTok,TikTok Always On,TI_1103,"Columbus, GA",GA,66.6,2838,110,1491,1172,775,542,352,Traffic,18-24,Suburban Moms
2024-05-25,TikTok,TikTok BTS Moms,TI_3966,"Columbus, GA",GA,558.52,28047,919,14767,12973,11125,9174,7548,Traffic,18-24,Suburban Moms
2024-06-12,TikTok,TikTok BTS Moms,TI_3966,"Savannah, GA",GA,240.03,10640,381,3249,2115,1574,1063,773,Video Views,13-17,Moms & Daughters
2024-03-11,TikTok,TikTok Teen Trends,TI_4212,"Savannah, GA",GA,286.23,13132,203,5325,3951,2775,2144,1519,Video Views,13-17,Teen Daughters
2023-10-04,TikTok,TikTok Teen Trends,TI_4212,"Columbus, GA",GA,183.46,11717,261,6976,5606,4614,3034,2709,Traffic,13-17,Teen Daughters
2024-03-10,TikTok,TikTok Teen Trends,TI_4212,"Macon, GA",GA,146.74,7562,165,2870,2009,1724,1442,1337,Video Views,25-34,Teen Daughters
2023-07-24,TikTok,TikTok Teen Trends,TI_4212,"Atlanta, GA",GA,329.64,17318,383,5645,3393,2950,1962,1469,Video Views,25-34,Teen Daughters
2024-04-13,TikTok,TikTok BTS Moms,TI_3966,"Atlanta, GA",GA,314.86,21191,240,11823,8646,5937,3631,2439,Video Views,13-17,Moms & Daughters
2024-06-26,TikTok,TikTok BTS Moms,TI_3966,"Atlanta, GA",GA,176.48,9721,321,3277,2289,1490,1286,803,Video Views,35-44,Teen Daughters
2023-04-26,TikTok,TikTok Teen Trends,TI_4212,"Macon, GA",GA,291.79,14316,172,5380,3547,2704,2110,1715,Conversions,13-17,Moms & Daughters
2023-07-08,TikTok,TikTok BTS Moms,TI_3966,"Savannah, GA",GA,285.13,17977,647,7231,5771,4413,3016,2096,Conversions,18-24,Suburban Moms
2024-02-23,TikTok,TikTok Teen Trends,TI_4212,"Augusta, GA",GA,538.62,26910,649,15307,12308,8018,6926,5368,Traffic,25-34,Moms & Daughters
2024-05-02,TikTok,TikTok Always On,TI_1103,"Macon, GA",GA,124.67,6737,202,3448,2404,1674,1249,986,Traffic,35-44,Suburban Moms
2023-06-15,TikTok,TikTok BTS Moms,TI_3966,"Atlanta, GA",GA,307.71,14168,418,7364,4694,3206,2136,1565,Conversions,25-34,Teen Daughters
2023-06-20,TikTok,TikTok Always On,TI_1103,"Columbus, GA",GA,300.42,19425,439,11073,6909,5886,4994,3559,Video Views,35-44,Teen Daughters
2024-06-30,TikTok,TikTok BTS Moms,TI_3966,"Atlanta, GA",GA,824.03,35270,1175,12886,9436,7164,5771,4447,Video Views,25-34,Moms & Daughters
2024-04-06,TikTok,TikTok Always On,TI_1103,"Atlanta, GA",GA,92.51,6151,213,2892,2262,1591,1050,797,Conversions,18-24,Teen Daughters
2024-02-29,TikTok,TikTok Teen Trends,TI_4212,"Savannah, GA",GA,71.17,3216,121,1023,702,539,462,370,Conversions,13-17,Teen Daughters
2023-02-17,TikTok,TikTok Always On,TI_1103,"Atlanta, GA",GA,227.63,12319,141,4401,3684,2712,1872,1374,Traffic,25-34,Teen Daughters
2023-07-23,TikTok,TikTok Teen Trends,TI_4212,"Atlanta, GA",GA,241.51,16818,482,9820,6197,4354,2787,2487,Video Views,18-24,Suburban Moms
2024-04-12,TikTok,TikTok Always On,TI_1103,"Atlanta, GA",GA,187.28,8419,314,4461,3279,2438,1964,1504,Video Views,25-34,Suburban Moms
2023-12-12,TikTok,TikTok Always On,TI_1103,"Columbus, GA",GA,95.95,5844,105,2254,1738,1143,810,502,Traffic,13-17,Suburban Moms
2024-04-07,TikTok,TikTok Teen Trends,TI_4212,"Macon, GA",GA,312.41,16322,345,8079,6344,4094,3458,2844,Conversions,35-44,Moms & Daughters
2023-12-31,TikTok,TikTok BTS Moms,TI_3966,"Columbus, GA",GA,600.85,35075,424,15023,11948,9694,8413,7525,Video Views,13-17,Teen Daughters
2023-01-05,TikTok,TikTok BTS Moms,TI_3966,"Columbus, GA",GA,129.76,5626,123,3324,2857,2414,1635,1078,Video Views,13-17,Teen Daughters
2023-10-24,TikTok,TikTok Always On,TI_1103,"Augusta, GA",GA,200.48,13981,220,7845,5051,4305,2941,2752,Conversions,25-34,Moms & Daughters
2023-11-19,TikTok,TikTok BTS Moms,TI_3966,"Macon, GA",GA,388.16,26598,588,8374,5626,3547,2495,2060,Video Views,35-44,Teen Daughters
2024-05-27,TikTok,TikTok Teen Trends,TI_4212,"Macon, GA",GA,509.49,30487,557,16204,11735,8443,6956,5209,Video Views,25-34,Teen Daughters
2023-12-07,TikTok,TikTok Teen Trends,TI_4212,"Atlanta, GA",GA,144.1,9487,247,2902,2554,1894,1307,1020,Traffic,18-24,Moms & Daughters
2023-03-21,TikTok,TikTok Always On,TI_1103,"Savannah, GA",GA,311.27,14950,558,6136,3765,2598,1972,1464,Conversions,18-24,Teen Daughters
2023-06-23,TikTok,TikTok BTS Moms,TI_3966,"Augusta, GA",GA,115.04,5905,235,1857,1502,1280,1017,813,Conversions,25-34,Teen Daughters
2023-03-17,TikTok,TikTok BTS Moms,TI_3966,"Atlanta, GA",GA,74.37,3779,128,1727,1332,1140,959,619,Video Views,18-24,Suburban Moms
2023-03-24,TikTok,TikTok Always On,TI_1103,"Macon, GA",GA,237.68,13416,517,4750,3881,3274,2631,2137,Video Views,25-34,Moms & Daughters
2024-05-05,TikTok,TikTok Always On,TI_1103,"Columbus, GA",GA,241.82,12653,374,5225,4383,2971,2109,1955,Traffic,13-17,Moms & Daughters
2024-03-27,TikTok,TikTok Always On,TI_1103,"Columbus, GA",GA,230.5,10778,424,6162,5480,4925,3049,2438,Conversions,18-24,Teen Daughters
2024-02-16,TikTok,TikTok Always On,TI_1103,"Macon, GA",GA,23.55,1123,27,657,559,413,275,250,Video Views,18-24,Moms & Daughters
2023-08-12,TikTok,TikTok BTS Moms,TI_3966,"Augusta, GA",GA,599.21,38924,1162,12072,8601,6470,5302,3714,Traffic,25-34,Teen Daughters
2023-12-06,TikTok,TikTok BTS Moms,TI_3966,"Macon, GA",GA,152.88,8302,101,2962,1912,1540,1062,684,Video Views,18-24,Moms & Daughters
2023-09-25,TikTok,TikTok BTS Moms,TI_3966,"Savannah, GA",GA,359.02,24261,291,11527,8535,6377,4706,4202,Conversions,25-34,Teen Daughters
2023-04-16,TikTok,TikTok Always On,TI_1103,"Atlanta, GA",GA,245.1,15073,200,8091,5262,3702,3066,2863,Video Views,35-44,Moms & Daughters
2023-09-18,TikTok,TikTok BTS Moms,TI_3966,"Augusta, GA",GA,288.23,17220,476,5938,4004,3519,2306,1944,Video Views,35-44,Teen Daughters
2023-09-06,TikTok,TikTok BTS Moms,TI_3966,"Macon, GA",GA,199.83,10120,322,4851,4239,2728,1685,1326,Traffic,35-44,Moms & Daughters
2023-10-18,TikTok,TikTok Always On,TI_1103,"Augusta, GA",GA,179.87,7354,125,4164,2660,1636,1266,1178,Video Views,18-24,Teen Daughters
2023-03-31,TikTok,TikTok Always On,TI_1103,"Augusta, GA",GA,151.11,6759,172,3635,2652,1963,1758,1316,Video Views,35-44,Moms & Daughters
2024-06-30,TikTok,TikTok Teen Trends,TI_4212,"Savannah, GA",GA,159.77,7358,282,4319,3322,2180,1689,1562,Conversions,18-24,Moms & Daughters
2024-02-22,TikTok,TikTok Always On,TI_1103,"Savannah, GA",GA,128.28,5193,149,2133,1683,1055,717,457,Video Views,25-34,Suburban Moms
2023-01-30,TikTok,TikTok Always On,TI_1103,"Savannah, GA",GA,204.94,13837,307,4745,3864,2658,2013,1699,Conversions,13-17,Suburban Moms
2023-03-15,TikTok,TikTok Always On,TI_1103,"Savannah, GA",GA,185.82,10669,354,4265,3622,2471,1887,1273,Conversions,18-24,Suburban Moms
2023-06-25,TikTok,TikTok BTS Moms,TI_3966,"Columbus, GA",GA,432.61,29595,902,10755,6581,4239,3771,2872,Video Views,25-34,Teen Daughters
2024-04-16,TikTok,TikTok BTS Moms,TI_3966,"Savannah, GA",GA,80.22,4862,177,1896,1423,1277,864,636,Conversions,13-17,Teen Daughters
2023-02-13,TikTok,TikTok Teen Trends,TI_4212,"Savannah, GA",GA,261.29,11280,284,6140,5408,4077,3608,2841,Traffic,35-44,Suburban Moms
2023-04-14,TikTok,TikTok Teen Trends,TI_4212,"Atlanta, GA",GA,418.89,26474,306,8245,6010,3719,3111,2443,Conversions,25-34,Teen Daughters
2024-02-22,TikTok,TikTok Teen Trends,TI_4212,"Augusta, GA",GA,296.44,18890,425,10217,8809,7922,4915,4318,Traffic,18-24,Moms & Daughters
2024-02-23,TikTok,TikTok BTS Moms,TI_3966,"Columbus, GA",GA,291.99,18370,604,8419,5479,3756,2904,2063,Conversions,35-44,Teen Daughters
2023-07-10,TikTok,TikTok Always On,TI_1103,"Atlanta, GA",GA,290.2,16856,182,5677,4402,3845,3352,2188,Video Views,13-17,Suburban Moms
2023-08-22,TikTok,TikTok Always On,TI_1103,"Augusta, GA",GA,213.95,14798,174,8242,6844,4878,2954,1778,Traffic,25-34,Suburban Moms
2024-01-31,TikTok,TikTok BTS Moms,TI_3966,"Macon, GA",GA,315.62,17814,369,7625,5656,4246,3383,2854,Video Views,18-24,Teen Daughters
2023-02-12,TikTok,TikTok BTS Moms,TI_3966,"Atlanta, GA",GA,417.35,25684,597,13347,8941,7545,5858,3946,Video Views,35-44,Teen Daughters
2023-11-14,TikTok,TikTok Teen Trends,TI_4212,"Columbus, GA",GA,147.81,6310,71,2724,1917,1469,1195,733,Traffic,25-34,Teen Daughters
2023-03-25,TikTok,TikTok Teen Trends,TI_4212,"Savannah, GA",GA,258.45,10843,124,3628,2254,1866,1391,1001,Traffic,18-24,Teen Daughters
2024-04-12,TikTok,TikTok BTS Moms,TI_3966,"Atlanta, GA",GA,278.78,12218,224,4747,3181,2819,2465,1950,Traffic,25-34,Teen Daughters
2023-02-02,TikTok,TikTok Always On,TI_1103,"Atlanta, GA",GA,312.42,17147,318,8922,5417,4200,3706,2449,Conversions,13-17,Teen Daughters
2023-04-16,TikTok,TikTok BTS Moms,TI_3966,"Macon, GA",GA,194.96,9226,147,4225,3215,2353,1956,1527,Video Views,25-34,Moms & Daughters
2023-11-08,TikTok,TikTok Always On,TI_1103,"Macon, GA",GA,311.81,13962,297,5936,4863,3232,2895,2495,Video Views,18-24,Suburban Moms
2023-04-08,TikTok,TikTok Teen Trends,TI_4212,"Augusta, GA",GA,355.59,14413,158,6412,4420,3772,2944,2234,Conversions,13-17,Teen Daughters
2023-07-22,TikTok,TikTok Teen Trends,TI_4212,"Macon, GA",GA,196.92,9567,165,4825,3177,2516,1580,1290,Traffic,25-34,Moms & Daughters
2023-12-01,TikTok,TikTok BTS Moms,TI_3966,"Atlanta, GA",GA,533.62,25370,455,8364,5584,3993,3521,3172,Conversions,13-17,Moms & Daughters
2024-02-27,TikTok,TikTok Always On,TI_1103,"Atlanta, GA",GA,174.14,10291,394,5863,4456,3484,2981,2565,Traffic,18-24,Teen Daughters
2023-08-07,TikTok,TikTok BTS Moms,TI_3966,"Savannah, GA",GA,615.0,41035,679,21915,13464,9229,7264,6298,Traffic,13-17,Teen Daughters
2023-09-03,TikTok,TikTok Always On,TI_1103,"Augusta, GA",GA,805.16,37989,810,14729,10553,7916,5161,3807,Video Views,18-24,Teen Daughters
2023-10-04,TikTok,TikTok Always On,TI_1103,"Savannah, GA",GA,126.95,7425,148,3370,2941,2073,1452,1287,Video Views,18-24,Teen Daughters
2024-01-23,TikTok,TikTok Always On,TI_1103,"Savannah, GA",GA,200.97,13546,279,5340,4206,2938,2117,1472,Video Views,35-44,Suburban Moms
2023-11-27,TikTok,TikTok Teen Trends,TI_4212,"Savannah, GA",GA,376.25,18228,460,6292,5042,3062,2053,1381,Traffic,25-34,Suburban Moms
2023-08-04,TikTok,TikTok BTS Moms,TI_3966,"Atlanta, GA",GA,166.13,7858,226,2883,2065,1769,1453,950,Conversions,18-24,Suburban Moms
2023-03-13,TikTok,TikTok Teen Trends,TI_4212,"Augusta, GA",GA,76.24,4948,190,2425,1712,1337,927,851,Video Views,25-34,Moms & Daughters
2023-11-18,TikTok,TikTok BTS Moms,TI_3966,"Atlanta, GA",GA,482.42,20342,304,11551,9019,5910,4793,4256,Conversions,25-34,Suburban Moms
2023-06-25,TikTok,TikTok BTS Moms,TI_3966,"Augusta, GA",GA,33.69,1937,24,954,769,546,471,421,Traffic,35-44,Teen Daughters
2023-04-21,TikTok,TikTok Teen Trends,TI_4212,"Macon, GA",GA,48.24,2913,77,1022,863,613,421,374,Traffic,18-24,Teen Daughters
2023-06-11,TikTok,TikTok Teen Trends,TI_4212,"Macon, GA",GA,479.54,31922,1001,14870,12287,7513,4568,2874,Traffic,13-17,Teen Daughters
2023-12-05,TikTok,TikTok BTS Moms,TI_3966,"Macon, GA",GA,309.99,19884,581,6207,4307,3243,2129,1393,Video Views,13-17,Suburban Moms
2024-04-06,TikTok,TikTok BTS Moms,TI_3966,"Macon, GA",GA,321.13,21180,801,12290,8473,5641,4472,2876,Video Views,13-17,Teen Daughters
2024-02-22,TikTok,TikTok Always On,TI_1103,"Atlanta, GA",GA,321.62,20813,526,7491,5423,4481,2870,2305,Conversions,18-24,Suburban Moms
2023-07-26,TikTok,TikTok Teen Trends,TI_4212,"Augusta, GA",GA,44.21,2507,91,1198,1049,741,599,495,Traffic,13-17,Teen Daughters
2023-09-23,TikTok,TikTok Teen Trends,TI_4212,"Atlanta, GA",GA,118.05,7378,199,3508,2325,1833,1523,1385,Video Views,35-44,Teen Daughters
2024-05-13,TikTok,TikTok Always On,TI_1103,"Atlanta, GA",GA,53.16,2457,72,805,556,472,297,226,Video Views,35-44,Teen Daughters
2024-06-04,TikTok,TikTok BTS Moms,TI_3966,"Atlanta, GA",GA,241.16,16185,614,8928,6037,4479,3269,2463,Video Views,35-44,Moms & Daughters
2024-01-26,TikTok,TikTok BTS Moms,TI_3966,"Macon, GA",GA,190.33,12119,411,4476,3072,1933,1626,1427,Traffic,25-34,Suburban Moms
2024-01-01,TikTok,TikTok BTS Moms,TI_3966,"Augusta, GA",GA,146.3,7711,212,2801,2111,1407,939,655,Conversions,18-24,Moms & Daughters
2024-03-10,TikTok,TikTok Teen Trends,TI_4212,"Augusta, GA",GA,242.19,13719,410,7114,5225,3693,2481,1856,Video Views,18-24,Teen Daughters
2024-01-02,TikTok,TikTok Always On,TI_1103,"Savannah, GA",GA,127.65,7197,105,2857,2325,2004,1556,974,Video Views,13-17,Suburban Moms
2023-12-19,TikTok,TikTok Always On,TI_1103,"Macon, GA",GA,217.69,9785,168,3647,2788,1915,1615,1165,Video Views,35-44,Moms & Daughters
2023-04-04,TikTok,TikTok Teen Trends,TI_4212,"Columbus, GA",GA,174.17,8132,209,2662,1945,1506,1139,815,Traffic,18-24,Teen Daughters
2023-05-04,TikTok,TikTok BTS Moms,TI_3966,"Atlanta, GA",GA,135.67,8527,298,5053,4005,2957,2044,1385,Conversions,13-17,Teen Daughters
2023-04-30,TikTok,TikTok Teen Trends,TI_4212,"Columbus, GA",GA,940.68,60432,1713,21632,16051,12914,10204,7648,Traffic,35-44,Teen Daughters
2023-09-21,TikTok,TikTok BTS Moms,TI_3966,"Columbus, GA",GA,171.96,8394,254,4287,3575,3035,2065,1735,Traffic,13-17,Teen Daughters
2023-04-09,TikTok,TikTok Always On,TI_1103,"Savannah, GA",GA,159.18,10527,191,3413,2720,2165,1360,967,Video Views,13-17,Teen Daughters
2024-02-02,TikTok,TikTok BTS Moms,TI_3966,"Columbus, GA",GA,236.18,13063,337,7409,4576,3279,2795,1713,Conversions,18-24,Teen Daughters
2023-01-03,TikTok,TikTok Always On,TI_1103,"Savannah, GA",GA,158.17,9229,208,3454,2441,2019,1220,781,Video Views,35-44,Teen Daughters
2024-02-22,TikTok,TikTok BTS Moms,TI_3966,"Macon, GA",GA,137.22,7993,251,4559,3122,2718,2170,1360,Traffic,18-24,Moms & Daughters
2023-01-30,TikTok,TikTok BTS Moms,TI_3966,"Macon, GA",GA,232.0,13040,463,7658,5894,4446,2781,2202,Conversions,25-34,Suburban Moms
2023-06-07,TikTok,TikTok Teen Trends,TI_4212,"Savannah, GA",GA,285.76,11430,433,5316,4178,3339,2565,2308,Video Views,25-34,Suburban Moms
2023-09-01,TikTok,TikTok BTS Moms,TI_3966,"Macon, GA",GA,234.64,13775,533,7870,5078,3111,2239,1752,Traffic,35-44,Suburban Moms
2024-03-06,TikTok,TikTok BTS Moms,TI_3966,"Columbus, GA",GA,323.19,14148,560,6225,4143,3658,2709,1954,Video Views,13-17,Teen Daughters
2023-07-31,TikTok,TikTok Always On,TI_1103,"Columbus, GA",GA,136.96,6084,210,2236,1742,1110,991,752,Video Views,25-34,Moms & Daughters
2023-03-27,TikTok,TikTok Always On,TI_1103,"Macon, GA",GA,72.67,3251,116,1411,1234,913,623,404,Conversions,35-44,Moms & Daughters
2024-02-12,TikTok,TikTok Teen Trends,TI_4212,"Atlanta, GA",GA,228.66,13675,422,6260,4805,2977,2010,1713,Traffic,13-17,Moms & Daughters
2023-10-24,TikTok,TikTok Always On,TI_1103,"Savannah, GA",GA,91.57,5996,142,2974,2288,1446,892,652,Traffic,25-34,Suburban Moms
