event_datetime,user_id,session_id,page_url,traffic_source,traffic_medium,campaign,device_category,dma_name,state,zip_code
2023-12-01 21:49:00,u_384,s_919,/girls/new-arrivals,tiktok,paid_social,BTS 2024,mobile,"Atlanta, GA",GA,302242
2023-12-01 08:41:00,u_980,s_3317,/,facebook,paid_social,BTS 2024,desktop,"Augusta, GA",GA,308422
2023-12-01 08:57:00,u_849,s_560,/sale/black-friday,direct,none,,tablet,"Atlanta, GA",GA,302968
2023-12-01 21:26:00,u_1218,s_3164,/sale,email,email,BTS 2023,mobile,"Atlanta, GA",GA,301744
2023-12-01 17:10:00,u_1055,s_1846,/moms/activewear,facebook,paid_social,,desktop,"Columbus, GA",GA,319427
2023-12-01 17:32:00,u_303,s_844,/,email,email,,mobile,"Atlanta, GA",GA,301334
2023-12-01 15:26:00,u_884,s_1251,/sale,instagram,paid_social,Black Friday 2023,tablet,"Columbus, GA",GA,318332
2023-12-01 16:19:00,u_96,s_1062,/about,facebook,paid_social,Email Promo,desktop,"Savannah, GA",GA,314688
2023-12-01 20:53:00,u_2,s_348,/,facebook,paid_social,Always On,tablet,"Macon, GA",GA,310102
2023-12-01 09:45:00,u_470,s_3706,/about,facebook,paid_social,Email Promo,tablet,"Columbus, GA",GA,318298
2023-12-01 16:52:00,u_1412,s_4889,/story/karen-lesac,google,cpc,Email Promo,tablet,"Augusta, GA",GA,309309
2023-12-01 21:22:00,u_224,s_1996,/sale,tiktok,paid_social,BTS 2023,mobile,"Savannah, GA",GA,314189
2023-12-01 21:37:00,u_136,s_4861,/moms/new-arrivals,instagram,paid_social,BTS 2024,desktop,"Augusta, GA",GA,309536
2023-12-01 08:23:00,u_1496,s_5572,/,email,email,,tablet,"Columbus, GA",GA,319606
2023-12-01 12:51:00,u_940,s_4085,/,instagram,paid_social,BTS 2023,mobile,"Columbus, GA",GA,318774
2023-12-01 10:20:00,u_1133,s_4327,/moms/new-arrivals,google,cpc,,tablet,"Columbus, GA",GA,318041
2023-12-01 21:31:00,u_81,s_2414,/girls/new-arrivals,facebook,paid_social,Always On,mobile,"Savannah, GA",GA,314377
2023-12-01 10:18:00,u_944,s_2333,/,instagram,paid_social,,desktop,"Atlanta, GA",GA,301507
2023-12-01 13:13:00,u_405,s_4998,/girls/bottoms,direct,none,,tablet,"Macon, GA",GA,310402
2023-12-01 09:38:00,u_819,s_2692,/girls/dresses,facebook,paid_social,,tablet,"Macon, GA",GA,310569
2023-12-01 17:06:00,u_911,s_3846,/girls/bottoms,direct,none,,desktop,"Atlanta, GA",GA,300448
2023-12-01 10:39:00,u_289,s_1638,/story/karen-lesac,tiktok,paid_social,Black Friday 2023,mobile,"Augusta, GA",GA,308065
2023-12-01 13:03:00,u_1021,s_2386,/sale/back-to-school,google,cpc,BTS 2024,desktop,"Columbus, GA",GA,319583
2023-12-01 09:29:00,u_625,s_5958,/about,email,email,BTS 2024,tablet,"Columbus, GA",GA,319955
2023-12-01 16:33:00,u_44,s_316,/girls/bottoms,email,email,,mobile,"Savannah, GA",GA,314877
2023-12-01 18:12:00,u_653,s_5001,/sale/black-friday,email,email,BTS 2024,desktop,"Savannah, GA",GA,313968
2023-12-01 14:28:00,u_1205,s_2251,/moms/activewear,google,cpc,BTS 2024,desktop,"Savannah, GA",GA,314770
2023-12-01 14:03:00,u_1377,s_4493,/moms/tops,email,email,,mobile,"Augusta, GA",GA,308767
2023-12-01 16:39:00,u_899,s_4977,/moms/new-arrivals,email,email,BTS 2023,mobile,"Atlanta, GA",GA,300640
2023-12-01 15:56:00,u_314,s_5148,/moms/activewear,facebook,paid_social,BTS 2023,tablet,"Savannah, GA",GA,313052
2023-12-01 21:57:00,u_313,s_5140,/girls/dresses,facebook,paid_social,Black Friday 2023,desktop,"Atlanta, GA",GA,302957
2023-12-01 09:27:00,u_626,s_1858,/moms/activewear,google,cpc,Black Friday 2023,mobile,"Augusta, GA",GA,308787
2023-12-01 15:26:00,u_465,s_2024,/girls/dresses,direct,none,Email Promo,tablet,"Atlanta, GA",GA,302964
2023-12-01 08:22:00,u_484,s_1596,/moms/tops,instagram,paid_social,BTS 2023,mobile,"Columbus, GA",GA,318738
2023-12-01 19:41:00,u_1089,s_3119,/sale/back-to-school,facebook,paid_social,BTS 2024,tablet,"Augusta, GA",GA,308036
2023-12-01 11:34:00,u_306,s_1388,/sale/back-to-school,facebook,paid_social,BTS 2024,mobile,"Savannah, GA",GA,314377
2023-12-01 15:08:00,u_928,s_4070,/girls/tops,tiktok,paid_social,Always On,desktop,"Atlanta, GA",GA,302992
2023-12-01 16:55:00,u_1165,s_2724,/girls/new-arrivals,direct,none,BTS 2023,tablet,"Atlanta, GA",GA,302495
2023-12-01 10:30:00,u_794,s_2260,/sale/back-to-school,tiktok,paid_social,,desktop,"Augusta, GA",GA,309743
2023-12-01 11:45:00,u_488,s_461,/girls/new-arrivals,google,cpc,Always On,desktop,"Atlanta, GA",GA,300599
2023-12-01 08:45:00,u_1040,s_1744,/sale/back-to-school,facebook,paid_social,BTS 2024,desktop,"Savannah, GA",GA,313739
2023-12-01 13:37:00,u_114,s_3455,/moms/activewear,instagram,paid_social,Email Promo,desktop,"Macon, GA",GA,310467
2023-12-01 18:24:00,u_1083,s_5592,/sale/black-friday,email,email,Email Promo,tablet,"Savannah, GA",GA,314025
2023-12-01 13:33:00,u_1013,s_5253,/about,direct,none,Always On,tablet,"Columbus, GA",GA,319417
2023-12-01 15:56:00,u_1219,s_4385,/girls/dresses,email,email,Black Friday 2023,tablet,"Macon, GA",GA,310385
2023-12-01 13:44:00,u_618,s_5203,/girls/new-arrivals,instagram,paid_social,Black Friday 2023,mobile,"Atlanta, GA",GA,301450
2023-12-01 09:17:00,u_422,s_3554,/sale/black-friday,facebook,paid_social,,mobile,"Macon, GA",GA,310229
2023-12-01 10:23:00,u_219,s_37,/story/karen-lesac,direct,none,Email Promo,mobile,"Columbus, GA",GA,319718
2023-12-01 14:14:00,u_959,s_4328,/,google,cpc,Always On,tablet,"Columbus, GA",GA,319942
2023-12-01 16:04:00,u_307,s_5139,/girls/tops,google,cpc,BTS 2024,mobile,"Macon, GA",GA,310751
2023-12-01 14:04:00,u_74,s_479,/sale/back-to-school,email,email,BTS 2024,desktop,"Savannah, GA",GA,313458
2023-12-01 09:51:00,u_683,s_3622,/story/karen-lesac,google,cpc,,desktop,"Augusta, GA",GA,309140
2023-12-01 16:04:00,u_1476,s_3788,/girls/new-arrivals,facebook,paid_social,,tablet,"Columbus, GA",GA,319284
2023-12-01 21:41:00,u_823,s_5602,/moms/new-arrivals,facebook,paid_social,BTS 2023,desktop,"Atlanta, GA",GA,301020
2023-12-01 18:17:00,u_413,s_1292,/moms/tops,facebook,paid_social,Email Promo,tablet,"Savannah, GA",GA,313162
2023-12-01 16:46:00,u_1253,s_2374,/sale,facebook,paid_social,BTS 2024,tablet,"Atlanta, GA",GA,301599
2023-12-01 17:13:00,u_188,s_2452,/girls/bottoms,email,email,BTS 2024,desktop,"Augusta, GA",GA,309098
2023-12-01 19:53:00,u_97,s_3230,/moms/new-arrivals,facebook,paid_social,Email Promo,mobile,"Macon, GA",GA,310924
2023-12-01 15:58:00,u_1132,s_4568,/girls/dresses,tiktok,paid_social,Black Friday 2023,mobile,"Savannah, GA",GA,314205
2023-12-01 18:49:00,u_106,s_4438,/story/karen-lesac,facebook,paid_social,BTS 2024,tablet,"Columbus, GA",GA,318120
2023-12-01 10:38:00,u_660,s_5917,/about,facebook,paid_social,BTS 2024,desktop,"Columbus, GA",GA,318242
2023-12-01 11:22:00,u_763,s_4901,/girls/tops,email,email,Email Promo,tablet,"Atlanta, GA",GA,300837
2023-12-01 15:15:00,u_1181,s_4825,/girls/dresses,instagram,paid_social,Email Promo,tablet,"Savannah, GA",GA,314468
2023-12-01 19:24:00,u_568,s_516,/about,tiktok,paid_social,,mobile,"Savannah, GA",GA,313993
2023-12-01 13:46:00,u_272,s_2865,/moms/tops,tiktok,paid_social,Email Promo,tablet,"Columbus, GA",GA,318269
2023-12-01 21:50:00,u_1057,s_5336,/sale/back-to-school,facebook,paid_social,BTS 2023,tablet,"Columbus, GA",GA,319242
2023-12-01 14:26:00,u_809,s_4718,/,instagram,paid_social,,desktop,"Atlanta, GA",GA,300382
2023-12-01 17:52:00,u_173,s_2038,/girls/new-arrivals,email,email,BTS 2023,mobile,"Columbus, GA",GA,319318
2023-12-01 11:16:00,u_517,s_4403,/moms/new-arrivals,instagram,paid_social,BTS 2024,mobile,"Savannah, GA",GA,313062
2023-12-01 21:25:00,u_167,s_2650,/moms/activewear,direct,none,Black Friday 2023,tablet,"Atlanta, GA",GA,302652
2023-12-01 13:17:00,u_155,s_3011,/story/karen-lesac,direct,none,,tablet,"Columbus, GA",GA,319849
2023-12-01 15:21:00,u_999,s_939,/girls/dresses,facebook,paid_social,BTS 2023,tablet,"Augusta, GA",GA,309849
2023-12-01 21:22:00,u_1481,s_5457,/story/karen-lesac,instagram,paid_social,BTS 2023,tablet,"Atlanta, GA",GA,301497
2023-12-01 17:10:00,u_636,s_2722,/moms/tops,google,cpc,Black Friday 2023,desktop,"Columbus, GA",GA,318876
2023-12-01 21:14:00,u_1151,s_1553,/sale/back-to-school,tiktok,paid_social,Black Friday 2023,desktop,"Macon, GA",GA,310434
2023-12-01 19:38:00,u_225,s_4825,/sale/black-friday,email,email,BTS 2023,mobile,"Savannah, GA",GA,314151
2023-12-01 15:11:00,u_237,s_2801,/girls/dresses,direct,none,BTS 2024,desktop,"Macon, GA",GA,310745
2023-12-01 21:15:00,u_231,s_740,/story/karen-lesac,direct,none,BTS 2023,tablet,"Augusta, GA",GA,308462
2023-12-01 09:00:00,u_1264,s_2440,/sale/back-to-school,email,email,BTS 2023,tablet,"Macon, GA",GA,310284
2023-12-01 09:40:00,u_1162,s_1824,/,tiktok,paid_social,,desktop,"Savannah, GA",GA,313390
2023-12-01 14:20:00,u_1069,s_23,/,email,email,BTS 2024,tablet,"Augusta, GA",GA,308834
2023-12-01 10:23:00,u_902,s_3505,/sale/black-friday,tiktok,paid_social,Black Friday 2023,tablet,"Savannah, GA",GA,314232
2023-12-01 13:29:00,u_685,s_58,/moms/tops,instagram,paid_social,Black Friday 2023,tablet,"Savannah, GA",GA,313881
2023-12-01 10:02:00,u_669,s_2787,/sale/black-friday,tiktok,paid_social,,mobile,"Columbus, GA",GA,318534
2023-12-01 10:38:00,u_956,s_2497,/about,instagram,paid_social,BTS 2024,mobile,"Savannah, GA",GA,313210
2023-12-02 08:45:00,u_180,s_647,/girls/bottoms,facebook,paid_social,BTS 2024,mobile,"Atlanta, GA",GA,300430
2023-12-02 13:18:00,u_1482,s_2664,/about,direct,none,,tablet,"Savannah, GA",GA,314558
2023-12-02 21:35:00,u_684,s_2405,/about,instagram,paid_social,BTS 2024,mobile,"Columbus, GA",GA,318764
2023-12-02 09:11:00,u_139,s_647,/moms/activewear,google,cpc,,desktop,"Columbus, GA",GA,319870
2023-12-02 11:20:00,u_584,s_4662,/girls/bottoms,facebook,paid_social,,desktop,"Atlanta, GA",GA,300624
2023-12-02 13:21:00,u_1058,s_5968,/sale/black-friday,instagram,paid_social,Always On,tablet,"Augusta, GA",GA,308676
2023-12-02 08:47:00,u_858,s_4702,/girls/bottoms,facebook,paid_social,BTS 2024,tablet,"Columbus, GA",GA,319073
2023-12-02 13:25:00,u_520,s_96,/moms/activewear,instagram,paid_social,BTS 2024,mobile,"Macon, GA",GA,310150
2023-12-02 13:45:00,u_579,s_4649,/about,facebook,paid_social,,desktop,"Savannah, GA",GA,314841
2023-12-02 12:56:00,u_1477,s_2829,/sale/black-friday,instagram,paid_social,Black Friday 2023,tablet,"Savannah, GA",GA,313997
2023-12-02 16:45:00,u_475,s_425,/girls/new-arrivals,instagram,paid_social,Always On,desktop,"Augusta, GA",GA,309661
2023-12-02 15:58:00,u_1217,s_4445,/sale,direct,none,Black Friday 2023,desktop,"Augusta, GA",GA,309001
2023-12-02 16:42:00,u_1311,s_3210,/girls/tops,instagram,paid_social,,tablet,"Savannah, GA",GA,313904
2023-12-02 21:19:00,u_65,s_5202,/story/karen-lesac,email,email,Email Promo,mobile,"Columbus, GA",GA,318476
2023-12-02 08:32:00,u_1277,s_3528,/moms/new-arrivals,instagram,paid_social,BTS 2023,mobile,"Columbus, GA",GA,319565
2023-12-02 16:04:00,u_52,s_1184,/moms/new-arrivals,tiktok,paid_social,Email Promo,mobile,"Columbus, GA",GA,318970
2023-12-02 19:32:00,u_900,s_5946,/,tiktok,paid_social,,tablet,"Macon, GA",GA,310648
2023-12-02 15:51:00,u_272,s_1500,/moms/tops,google,cpc,Always On,desktop,"Augusta, GA",GA,308534
2023-12-02 09:30:00,u_1016,s_3626,/girls/new-arrivals,google,cpc,Email Promo,mobile,"Atlanta, GA",GA,300074
2023-12-02 21:47:00,u_1094,s_1303,/girls/new-arrivals,google,cpc,,desktop,"Augusta, GA",GA,309427
2023-12-02 16:09:00,u_1174,s_1948,/sale/black-friday,email,email,BTS 2023,mobile,"Columbus, GA",GA,319216
2023-12-02 20:36:00,u_1410,s_2098,/moms/tops,email,email,Email Promo,tablet,"Columbus, GA",GA,319237
2023-12-02 20:54:00,u_334,s_5118,/about,google,cpc,BTS 2024,tablet,"Atlanta, GA",GA,300169
2023-12-02 13:43:00,u_593,s_5697,/moms/tops,instagram,paid_social,Black Friday 2023,tablet,"Atlanta, GA",GA,301036
2023-12-02 18:49:00,u_1349,s_3223,/about,direct,none,BTS 2023,tablet,"Augusta, GA",GA,309499
2023-12-02 13:57:00,u_1281,s_3410,/sale/back-to-school,facebook,paid_social,,tablet,"Savannah, GA",GA,313989
2023-12-02 13:15:00,u_403,s_1003,/moms/tops,instagram,paid_social,BTS 2023,mobile,"Columbus, GA",GA,319931
2023-12-02 12:51:00,u_1463,s_551,/girls/new-arrivals,direct,none,BTS 2023,mobile,"Atlanta, GA",GA,301140
2023-12-02 08:34:00,u_358,s_584,/girls/dresses,email,email,Always On,mobile,"Columbus, GA",GA,319696
2023-12-02 15:32:00,u_662,s_1096,/moms/activewear,email,email,,mobile,"Savannah, GA",GA,314093
2023-12-02 15:33:00,u_50,s_3448,/sale,google,cpc,,tablet,"Atlanta, GA",GA,300111
2023-12-02 13:40:00,u_727,s_1327,/girls/dresses,google,cpc,Email Promo,tablet,"Augusta, GA",GA,309696
2023-12-02 10:50:00,u_1082,s_491,/moms/tops,google,cpc,BTS 2024,desktop,"Atlanta, GA",GA,301094
2023-12-02 13:26:00,u_869,s_5193,/girls/tops,direct,none,Always On,tablet,"Atlanta, GA",GA,302176
2023-12-02 16:47:00,u_1183,s_2690,/girls/dresses,email,email,BTS 2023,tablet,"Atlanta, GA",GA,301244
2023-12-02 11:15:00,u_532,s_3533,/sale/black-friday,facebook,paid_social,Always On,desktop,"Augusta, GA",GA,309933
2023-12-02 21:20:00,u_198,s_315,/moms/activewear,direct,none,Always On,mobile,"Augusta, GA",GA,309220
2023-12-02 12:07:00,u_1162,s_3740,/story/karen-lesac,google,cpc,BTS 2023,mobile,"Savannah, GA",GA,314013
2023-12-02 11:07:00,u_536,s_56,/moms/new-arrivals,tiktok,paid_social,BTS 2024,tablet,"Columbus, GA",GA,319697
2023-12-02 17:00:00,u_732,s_2940,/moms/activewear,instagram,paid_social,BTS 2024,desktop,"Augusta, GA",GA,308057
2023-12-02 15:18:00,u_191,s_4049,/,email,email,Always On,desktop,"Columbus, GA",GA,318473
2023-12-02 11:00:00,u_1379,s_1637,/sale/black-friday,instagram,paid_social,Black Friday 2023,tablet,"Macon, GA",GA,310432
2023-12-02 14:15:00,u_615,s_1051,/sale,facebook,paid_social,Always On,desktop,"Columbus, GA",GA,319855
2023-12-02 19:43:00,u_38,s_325,/moms/activewear,direct,none,Black Friday 2023,tablet,"Macon, GA",GA,310687
2023-12-02 13:58:00,u_326,s_4609,/sale,google,cpc,BTS 2024,desktop,"Columbus, GA",GA,319696
2023-12-02 21:14:00,u_124,s_5429,/moms/tops,facebook,paid_social,BTS 2023,mobile,"Augusta, GA",GA,309019
2023-12-02 09:05:00,u_1114,s_1833,/girls/tops,tiktok,paid_social,Always On,tablet,"Atlanta, GA",GA,301418
2023-12-02 10:40:00,u_558,s_241,/girls/new-arrivals,tiktok,paid_social,BTS 2023,tablet,"Atlanta, GA",GA,300793
2023-12-02 20:23:00,u_758,s_2679,/,tiktok,paid_social,Email Promo,mobile,"Columbus, GA",GA,318266
2023-12-02 14:55:00,u_324,s_4399,/,email,email,Always On,desktop,"Savannah, GA",GA,314688
2023-12-02 14:18:00,u_854,s_649,/girls/bottoms,google,cpc,BTS 2024,mobile,"Augusta, GA",GA,308375
2023-12-02 08:49:00,u_931,s_4888,/girls/dresses,tiktok,paid_social,BTS 2023,desktop,"Macon, GA",GA,310604
2023-12-02 10:30:00,u_1067,s_4109,/story/karen-lesac,email,email,Always On,mobile,"Savannah, GA",GA,314353
2023-12-02 15:36:00,u_635,s_901,/sale,tiktok,paid_social,BTS 2024,mobile,"Atlanta, GA",GA,302032
2023-12-02 12:10:00,u_967,s_1641,/sale,facebook,paid_social,Email Promo,desktop,"Macon, GA",GA,310965
2023-12-02 13:10:00,u_294,s_2997,/,facebook,paid_social,BTS 2023,desktop,"Augusta, GA",GA,308534
2023-12-02 09:18:00,u_470,s_3008,/girls/bottoms,facebook,paid_social,,desktop,"Augusta, GA",GA,309514
2023-12-02 18:01:00,u_964,s_2886,/moms/tops,facebook,paid_social,Email Promo,tablet,"Savannah, GA",GA,314563
2023-12-02 17:08:00,u_819,s_354,/girls/tops,email,email,BTS 2024,tablet,"Macon, GA",GA,310217
2023-12-02 16:00:00,u_636,s_2442,/moms/new-arrivals,google,cpc,Email Promo,tablet,"Atlanta, GA",GA,302764
2023-12-02 20:02:00,u_727,s_2465,/sale/black-friday,tiktok,paid_social,Email Promo,desktop,"Savannah, GA",GA,313223
2023-12-02 16:11:00,u_327,s_3569,/moms/activewear,instagram,paid_social,Always On,tablet,"Macon, GA",GA,310961
2023-12-02 13:12:00,u_263,s_2704,/girls/tops,email,email,BTS 2023,tablet,"Macon, GA",GA,310509
2023-12-02 10:11:00,u_1473,s_5614,/sale/back-to-school,instagram,paid_social,Always On,mobile,"Augusta, GA",GA,308875
2023-12-02 10:49:00,u_927,s_4027,/girls/dresses,email,email,,tablet,"Atlanta, GA",GA,301348
