date,channel,campaign_name,campaign_id,dma_name,state,spend,impressions,clicks,video_views,video_25pct,video_50pct,video_75pct,video_completes,optimization_goal,age_target,audience_segment
2023-12-24,Pinterest,Pinterest BTS Moms,PI_6623,"Columbus, GA",GA,142.34,8492,163,2950,2553,2097,1524,1413,Traffic,13-17,Teen Daughters
2024-06-25,Pinterest,Pinterest Always On,PI_4556,"Columbus, GA",GA,89.31,4047,115,1640,1000,693,574,384,Video Views,35-44,Suburban Moms
2024-05-07,Pinterest,Pinterest Always On,PI_4556,"Macon, GA",GA,313.12,15488,481,7279,5987,4727,3446,2269,Video Views,25-34,Teen Daughters
2023-11-12,Pinterest,Pinterest BTS Moms,PI_6623,"Atlanta, GA",GA,139.69,9195,281,4112,3339,2712,2153,1961,Traffic,25-34,Teen Daughters
2023-10-24,Pinterest,Pinterest BTS Moms,PI_6623,"Savannah, GA",GA,264.83,12948,313,5018,3348,2957,1999,1325,Video Views,13-17,Moms & Daughters
2024-03-12,Pinterest,Pinterest Teen Trends,PI_4922,"Columbus, GA",GA,228.89,10210,317,4315,3739,2364,1683,1397,Traffic,25-34,Teen Daughters
2024-05-20,Pinterest,Pinterest Always On,PI_4556,"Columbus, GA",GA,32.23,1579,51,775,650,478,420,279,Conversions,13-17,Suburban Moms
2023-06-20,Pinterest,Pinterest BTS Moms,PI_6623,"Columbus, GA",GA,169.66,9813,177,5619,4034,2597,2248,1632,Video Views,18-24,Teen Daughters
2024-06-08,Pinterest,Pinterest Always On,PI_4556,"Columbus, GA",GA,206.55,10811,209,5530,3951,2767,2099,1296,Traffic,25-34,Teen Daughters
2024-05-17,Pinterest,Pinterest Teen Trends,PI_4922,"Savannah, GA",GA,52.47,3453,108,1982,1729,1316,939,718,Video Views,25-34,Moms & Daughters
2024-05-23,Pinterest,Pinterest Always On,PI_4556,"Augusta, GA",GA,106.92,6402,192,2761,1665,1441,979,745,Video Views,35-44,Moms & Daughters
2023-07-25,Pinterest,Pinterest Always On,PI_4556,"Augusta, GA",GA,156.02,8043,89,3190,2653,2085,1746,1459,Traffic,13-17,Suburban Moms
2024-05-19,Pinterest,Pinterest BTS Moms,PI_6623,"Columbus, GA",GA,59.63,2805,85,933,602,446,295,261,Conversions,25-34,Moms & Daughters
2023-05-21,Pinterest,Pinterest Always On,PI_4556,"Atlanta, GA",GA,96.53,4874,105,2506,1802,1536,1293,857,Conversions,25-34,Teen Daughters
2023-02-12,Pinterest,Pinterest Always On,PI_4556,"Atlanta, GA",GA,162.9,9426,301,3818,3113,2494,1616,1245,Video Views,25-34,Suburban Moms
2023-06-16,Pinterest,Pinterest BTS Moms,PI_6623,"Savannah, GA",GA,92.91,4135,91,1307,908,784,505,370,Traffic,18-24,Suburban Moms
2023-06-27,Pinterest,Pinterest Teen Trends,PI_4922,"Macon, GA",GA,187.76,11135,248,6360,4105,2544,1961,1528,Traffic,18-24,Suburban Moms
2024-04-09,Pinterest,Pinterest Always On,PI_4556,"Savannah, GA",GA,91.57,5381,119,2070,1414,962,752,645,Conversions,25-34,Teen Daughters
2023-10-21,Pinterest,Pinterest Always On,PI_4556,"Macon, GA",GA,92.46,6174,226,3645,2825,1733,1103,881,Conversions,35-44,Suburban Moms
2024-02-08,Pinterest,Pinterest BTS Moms,PI_6623,"Savannah, GA",GA,105.42,5298,101,1922,1637,1371,855,811,Traffic,13-17,Moms & Daughters
2024-01-25,Pinterest,Pinterest Always On,PI_4556,"Macon, GA",GA,94.15,5258,107,1747,1185,739,488,309,Conversions,13-17,Teen Daughters
2023-06-05,Pinterest,Pinterest BTS Moms,PI_6623,"Macon, GA",GA,96.96,6702,223,3339,2381,1673,1433,926,Conversions,35-44,Moms & Daughters
2024-06-27,Pinterest,Pinterest Teen Trends,PI_4922,"Macon, GA",GA,29.4,1383,14,713,552,374,322,236,Video Views,25-34,Teen Daughters
2023-08-30,Pinterest,Pinterest Teen Trends,PI_4922,"Savannah, GA",GA,111.94,7715,199,4231,2728,1755,1277,1103,Conversions,25-34,Teen Daughters
2023-09-16,Pinterest,Pinterest Teen Trends,PI_4922,"Columbus, GA",GA,237.27,9992,174,5096,3388,2194,1403,1139,Traffic,18-24,Moms & Daughters
2024-01-08,Pinterest,Pinterest Teen Trends,PI_4922,"Macon, GA",GA,63.05,2714,39,840,550,481,432,371,Traffic,18-24,Moms & Daughters
2023-10-08,Pinterest,Pinterest Always On,PI_4556,"Macon, GA",GA,173.19,11433,170,6564,3983,2864,2278,1478,Conversions,18-24,Teen Daughters
2023-04-10,Pinterest,Pinterest BTS Moms,PI_6623,"Macon, GA",GA,199.28,9319,365,4957,4075,2985,1926,1683,Video Views,18-24,Suburban Moms
2023-06-10,Pinterest,Pinterest Teen Trends,PI_4922,"Atlanta, GA",GA,50.05,2250,35,1169,832,519,461,398,Traffic,25-34,Teen Daughters
2023-09-16,Pinterest,Pinterest Teen Trends,PI_4922,"Savannah, GA",GA,38.04,1628,55,652,550,494,384,256,Video Views,13-17,Teen Daughters
2023-03-24,Pinterest,Pinterest Always On,PI_4556,"Atlanta, GA",GA,170.98,7742,251,4295,3574,2281,1888,1422,Traffic,13-17,Moms & Daughters
2023-06-27,Pinterest,Pinterest BTS Moms,PI_6623,"Augusta, GA",GA,89.62,4641,182,1699,1520,1311,971,785,Video Views,18-24,Moms & Daughters
2023-07-07,Pinterest,Pinterest BTS Moms,PI_6623,"Columbus, GA",GA,71.8,4241,123,2238,1834,1630,1215,1121,Video Views,25-34,Suburban Moms
2024-01-10,Pinterest,Pinterest Always On,PI_4556,"Columbus, GA",GA,120.34,5890,65,2668,2361,2007,1552,1440,Traffic,13-17,Suburban Moms
2024-05-25,Pinterest,Pinterest BTS Moms,PI_6623,"Columbus, GA",GA,548.45,22192,383,12838,9699,7935,5032,3316,Traffic,35-44,Teen Daughters
2024-06-12,Pinterest,Pinterest BTS Moms,PI_6623,"Savannah, GA",GA,23.76,1288,13,645,408,318,240,196,Conversions,25-34,Teen Daughters
2024-03-11,Pinterest,Pinterest Teen Trends,PI_4922,"Savannah, GA",GA,102.03,5013,78,2967,2560,1574,1415,862,Video Views,35-44,Teen Daughters
2023-10-04,Pinterest,Pinterest Teen Trends,PI_4922,"Columbus, GA",GA,98.13,3948,131,2214,1363,1136,891,723,Conversions,25-34,Teen Daughters
2024-03-10,Pinterest,Pinterest Teen Trends,PI_4922,"Macon, GA",GA,42.76,1777,56,618,480,354,304,268,Traffic,35-44,Teen Daughters
2023-07-24,Pinterest,Pinterest Teen Trends,PI_4922,"Atlanta, GA",GA,370.5,15370,351,5021,4198,2637,2131,1808,Conversions,18-24,Moms & Daughters
2024-04-13,Pinterest,Pinterest BTS Moms,PI_6623,"Atlanta, GA",GA,134.98,6064,238,1943,1597,1385,846,791,Traffic,13-17,Moms & Daughters
2024-06-26,Pinterest,Pinterest BTS Moms,PI_6623,"Atlanta, GA",GA,343.91,23274,777,7990,6899,5220,4173,2877,Video Views,25-34,Suburban Moms
2023-04-26,Pinterest,Pinterest Teen Trends,PI_4922,"Macon, GA",GA,134.69,8032,272,4462,3348,2870,2540,2215,Traffic,25-34,Teen Daughters
2023-07-08,Pinterest,Pinterest BTS Moms,PI_6623,"Savannah, GA",GA,229.62,10379,249,6034,4604,3133,2710,1978,Conversions,13-17,Teen Daughters
2024-02-23,Pinterest,Pinterest Teen Trends,PI_4922,"Augusta, GA",GA,188.16,11047,218,4847,2996,1834,1102,804,Traffic,13-17,Moms & Daughters
2024-05-02,Pinterest,Pinterest Always On,PI_4556,"Macon, GA",GA,70.66,3722,46,2119,1814,1308,936,678,Video Views,13-17,Suburban Moms
2023-06-15,Pinterest,Pinterest BTS Moms,PI_6623,"Atlanta, GA",GA,81.49,3539,89,1272,782,702,613,501,Conversions,18-24,Moms & Daughters
2023-06-20,Pinterest,Pinterest Always On,PI_4556,"Columbus, GA",GA,156.46,6433,110,3825,2834,2266,1446,1203,Traffic,25-34,Teen Daughters
2024-06-30,Pinterest,Pinterest BTS Moms,PI_6623,"Atlanta, GA",GA,68.58,4747,159,2735,1980,1533,950,856,Conversions,18-24,Suburban Moms
2024-04-06,Pinterest,Pinterest Always On,PI_4556,"Atlanta, GA",GA,203.62,13904,340,7821,5109,3746,3318,2537,Video Views,25-34,Suburban Moms
2024-02-29,Pinterest,Pinterest Teen Trends,PI_4922,"Savannah, GA",GA,119.83,5516,131,2569,2013,1777,1507,908,Conversions,13-17,Moms & Daughters
2023-02-17,Pinterest,Pinterest Always On,PI_4556,"Atlanta, GA",GA,341.91,22328,835,11381,7511,6434,4043,2598,Video Views,25-34,Teen Daughters
2023-07-23,Pinterest,Pinterest Teen Trends,PI_4922,"Atlanta, GA",GA,254.31,14736,155,5447,3914,2936,2565,2375,Conversions,13-17,Moms & Daughters
2024-04-12,Pinterest,Pinterest Always On,PI_4556,"Atlanta, GA",GA,118.59,6803,78,3317,2407,1986,1342,983,Video Views,18-24,Moms & Daughters
2023-12-12,Pinterest,Pinterest Always On,PI_4556,"Columbus, GA",GA,75.13,3607,46,1325,1136,793,517,401,Video Views,35-44,Teen Daughters
2024-04-07,Pinterest,Pinterest Teen Trends,PI_4922,"Macon, GA",GA,186.6,12622,255,6071,5013,4140,2535,2060,Conversions,35-44,Moms & Daughters
2023-12-31,Pinterest,Pinterest BTS Moms,PI_6623,"Columbus, GA",GA,137.79,7032,217,3401,2754,2178,1389,886,Traffic,25-34,Suburban Moms
2023-01-05,Pinterest,Pinterest BTS Moms,PI_6623,"Columbus, GA",GA,258.69,15278,172,9162,5869,3834,2476,1526,Conversions,25-34,Moms & Daughters
2023-10-24,Pinterest,Pinterest Always On,PI_4556,"Augusta, GA",GA,258.31,16146,505,6855,6001,3741,2810,2644,Traffic,18-24,Suburban Moms
2023-11-19,Pinterest,Pinterest BTS Moms,PI_6623,"Macon, GA",GA,598.11,41147,1255,14817,11772,8250,5309,3304,Conversions,13-17,Moms & Daughters
2024-05-27,Pinterest,Pinterest Teen Trends,PI_4922,"Macon, GA",GA,130.83,8794,297,2720,2112,1650,1297,1037,Video Views,35-44,Teen Daughters
2023-12-07,Pinterest,Pinterest Teen Trends,PI_4922,"Atlanta, GA",GA,131.45,7111,170,2948,2514,2187,1863,1283,Traffic,13-17,Suburban Moms
2023-03-21,Pinterest,Pinterest Always On,PI_4556,"Savannah, GA",GA,81.13,4379,172,2616,1944,1681,1115,791,Conversions,35-44,Suburban Moms
2023-06-23,Pinterest,Pinterest BTS Moms,PI_6623,"Augusta, GA",GA,198.64,11772,282,4427,3609,3165,2001,1202,Conversions,13-17,Teen Daughters
2023-03-17,Pinterest,Pinterest BTS Moms,PI_6623,"Atlanta, GA",GA,55.59,3706,82,2004,1662,1035,658,459,Conversions,13-17,Suburban Moms
2023-03-24,Pinterest,Pinterest Always On,PI_4556,"Macon, GA",GA,200.85,12017,190,3861,2568,1953,1192,1081,Traffic,13-17,Teen Daughters
2024-05-05,Pinterest,Pinterest Always On,PI_4556,"Columbus, GA",GA,116.66,6367,158,2777,2045,1538,1236,940,Video Views,18-24,Teen Daughters
2024-03-27,Pinterest,Pinterest Always On,PI_4556,"Columbus, GA",GA,118.77,6432,200,2198,1433,1287,1014,656,Video Views,25-34,Moms & Daughters
2024-02-16,Pinterest,Pinterest Always On,PI_4556,"Macon, GA",GA,88.55,5343,102,3178,2202,1949,1455,919,Conversions,18-24,Suburban Moms
2023-08-12,Pinterest,Pinterest BTS Moms,PI_6623,"Augusta, GA",GA,746.02,31639,941,16637,14127,8947,7058,4966,Video Views,13-17,Teen Daughters
2023-12-06,Pinterest,Pinterest BTS Moms,PI_6623,"Macon, GA",GA,158.58,9716,257,4533,2743,1807,1569,1167,Conversions,25-34,Suburban Moms
2023-09-25,Pinterest,Pinterest BTS Moms,PI_6623,"Savannah, GA",GA,174.67,8228,268,2651,1818,1215,1008,774,Traffic,25-34,Suburban Moms
2023-04-16,Pinterest,Pinterest Always On,PI_4556,"Atlanta, GA",GA,276.85,14804,493,6256,4334,3508,2599,2082,Traffic,25-34,Teen Daughters
2023-09-18,Pinterest,Pinterest BTS Moms,PI_6623,"Augusta, GA",GA,92.89,4581,137,2573,2154,1784,1527,1029,Traffic,18-24,Teen Daughters
2023-09-06,Pinterest,Pinterest BTS Moms,PI_6623,"Macon, GA",GA,82.85,4624,80,2371,1719,1078,796,611,Traffic,35-44,Teen Daughters
2023-10-18,Pinterest,Pinterest Always On,PI_4556,"Augusta, GA",GA,84.27,5251,81,2360,1830,1473,951,672,Video Views,13-17,Suburban Moms
2023-03-31,Pinterest,Pinterest Always On,PI_4556,"Augusta, GA",GA,148.28,10199,281,3279,2661,1603,1293,990,Traffic,13-17,Suburban Moms
2024-06-30,Pinterest,Pinterest Teen Trends,PI_4922,"Savannah, GA",GA,121.44,8308,321,4976,4322,2634,1952,1174,Video Views,25-34,Moms & Daughters
2024-02-22,Pinterest,Pinterest Always On,PI_4556,"Savannah, GA",GA,21.39,891,10,343,285,189,163,105,Video Views,25-34,Moms & Daughters
2023-01-30,Pinterest,Pinterest Always On,PI_4556,"Savannah, GA",GA,321.58,19696,283,6181,4552,4056,3164,2797,Conversions,25-34,Teen Daughters
2023-03-15,Pinterest,Pinterest Always On,PI_4556,"Savannah, GA",GA,36.58,1764,45,841,556,470,350,299,Conversions,18-24,Teen Daughters
2023-06-25,Pinterest,Pinterest BTS Moms,PI_6623,"Columbus, GA",GA,150.18,6636,83,3139,2386,1886,1203,1023,Conversions,13-17,Moms & Daughters
2024-04-16,Pinterest,Pinterest BTS Moms,PI_6623,"Savannah, GA",GA,236.64,14670,225,7301,5670,3407,2329,2036,Conversions,25-34,Moms & Daughters
2023-02-13,Pinterest,Pinterest Teen Trends,PI_4922,"Savannah, GA",GA,180.71,9102,354,4687,3446,2990,2165,1842,Video Views,18-24,Teen Daughters
2023-04-14,Pinterest,Pinterest Teen Trends,PI_4922,"Atlanta, GA",GA,109.71,6372,159,2516,1948,1450,1122,756,Conversions,18-24,Moms & Daughters
2024-02-22,Pinterest,Pinterest Teen Trends,PI_4922,"Augusta, GA",GA,62.01,3492,56,1659,1161,785,473,395,Conversions,35-44,Moms & Daughters
2024-02-23,Pinterest,Pinterest BTS Moms,PI_6623,"Columbus, GA",GA,48.64,3341,53,1270,782,569,400,281,Traffic,35-44,Teen Daughters
2023-07-10,Pinterest,Pinterest Always On,PI_4556,"Atlanta, GA",GA,82.38,5454,125,2080,1248,1121,951,900,Conversions,25-34,Suburban Moms
2023-08-22,Pinterest,Pinterest Always On,PI_4556,"Augusta, GA",GA,172.62,11994,279,3908,3442,2468,1552,1243,Conversions,35-44,Teen Daughters
2024-01-31,Pinterest,Pinterest BTS Moms,PI_6623,"Macon, GA",GA,121.09,5545,211,2060,1817,1565,1387,1267,Video Views,18-24,Teen Daughters
2023-02-12,Pinterest,Pinterest BTS Moms,PI_6623,"Atlanta, GA",GA,101.11,5438,58,2380,1959,1397,1108,758,Traffic,25-34,Teen Daughters
2023-11-14,Pinterest,Pinterest Teen Trends,PI_4922,"Columbus, GA",GA,233.15,15607,270,4831,3304,2698,1876,1725,Video Views,25-34,Moms & Daughters
2023-03-25,Pinterest,Pinterest Teen Trends,PI_4922,"Savannah, GA",GA,125.83,8040,238,4101,2487,2002,1338,908,Traffic,13-17,Suburban Moms
2024-04-12,Pinterest,Pinterest BTS Moms,PI_6623,"Atlanta, GA",GA,132.23,9040,307,5156,4057,2642,1912,1177,Traffic,18-24,Teen Daughters
2023-02-02,Pinterest,Pinterest Always On,PI_4556,"Atlanta, GA",GA,38.55,1853,68,818,638,433,326,200,Video Views,35-44,Moms & Daughters
2023-04-16,Pinterest,Pinterest BTS Moms,PI_6623,"Macon, GA",GA,301.11,18607,452,8549,6622,5478,4734,3713,Traffic,25-34,Teen Daughters
2023-11-08,Pinterest,Pinterest Always On,PI_4556,"Macon, GA",GA,121.94,6284,161,3672,2791,2000,1309,1226,Conversions,13-17,Teen Daughters
2023-04-08,Pinterest,Pinterest Teen Trends,PI_4922,"Augusta, GA",GA,213.12,9913,205,4762,3196,2305,1560,1446,Traffic,13-17,Suburban Moms
2023-07-22,Pinterest,Pinterest Teen Trends,PI_4922,"Macon, GA",GA,260.63,13009,252,4309,2773,1957,1746,1412,Video Views,13-17,Moms & Daughters
2023-12-01,Pinterest,Pinterest BTS Moms,PI_6623,"Atlanta, GA",GA,297.37,15803,370,8901,6405,5744,3599,2371,Traffic,35-44,Teen Daughters
2024-02-27,Pinterest,Pinterest Always On,PI_4556,"Atlanta, GA",GA,66.19,3230,34,1870,1230,771,546,455,Video Views,13-17,Teen Daughters
2023-08-07,Pinterest,Pinterest BTS Moms,PI_6623,"Savannah, GA",GA,315.11,18258,342,10911,7954,6674,5577,4073,Video Views,35-44,Teen Daughters
2023-09-03,Pinterest,Pinterest Always On,PI_4556,"Augusta, GA",GA,108.6,6040,82,2543,1950,1434,880,653,Traffic,35-44,Suburban Moms
2023-10-04,Pinterest,Pinterest Always On,PI_4556,"Savannah, GA",GA,254.31,14736,259,5270,3272,2894,1871,1282,Traffic,35-44,Moms & Daughters
2024-01-23,Pinterest,Pinterest Always On,PI_4556,"Savannah, GA",GA,223.86,11910,155,4957,4392,3675,2287,1407,Traffic,13-17,Teen Daughters
2023-11-27,Pinterest,Pinterest Teen Trends,PI_4922,"Savannah, GA",GA,450.66,26194,491,12261,8659,7198,6375,5680,Video Views,35-44,Moms & Daughters
2023-08-04,Pinterest,Pinterest BTS Moms,PI_6623,"Atlanta, GA",GA,697.01,44354,913,13353,10200,7206,4450,3225,Traffic,25-34,Suburban Moms
2023-03-13,Pinterest,Pinterest Teen Trends,PI_4922,"Augusta, GA",GA,307.02,17323,568,6159,4325,2699,1941,1343,Traffic,18-24,Suburban Moms
2023-11-18,Pinterest,Pinterest BTS Moms,PI_6623,"Atlanta, GA",GA,216.29,10662,378,4717,2898,1916,1225,1068,Traffic,13-17,Moms & Daughters
2023-06-25,Pinterest,Pinterest BTS Moms,PI_6623,"Augusta, GA",GA,119.03,5259,100,3053,2216,1801,1335,1084,Video Views,25-34,Teen Daughters
2023-04-21,Pinterest,Pinterest Teen Trends,PI_4922,"Macon, GA",GA,182.65,9537,295,2946,2083,1580,1047,931,Video Views,35-44,Teen Daughters
2023-06-11,Pinterest,Pinterest Teen Trends,PI_4922,"Macon, GA",GA,238.37,10495,405,4641,3470,2725,1924,1600,Traffic,35-44,Suburban Moms
2023-12-05,Pinterest,Pinterest BTS Moms,PI_6623,"Macon, GA",GA,467.67,27819,835,9525,6371,3993,2930,2579,Conversions,25-34,Suburban Moms
2024-04-06,Pinterest,Pinterest BTS Moms,PI_6623,"Macon, GA",GA,187.77,9165,198,4807,3529,2394,1547,1019,Traffic,25-34,Moms & Daughters
2024-02-22,Pinterest,Pinterest Always On,PI_4556,"Atlanta, GA",GA,161.85,8380,261,3056,2206,1854,1600,991,Video Views,18-24,Teen Daughters
2023-07-26,Pinterest,Pinterest Teen Trends,PI_4922,"Augusta, GA",GA,306.47,12806,273,6444,5623,4620,3009,2327,Video Views,35-44,Teen Daughters
2023-09-23,Pinterest,Pinterest Teen Trends,PI_4922,"Atlanta, GA",GA,44.44,3053,106,1133,722,458,323,301,Traffic,25-34,Teen Daughters
2024-05-13,Pinterest,Pinterest Always On,PI_4556,"Atlanta, GA",GA,409.13,24860,480,8085,5652,4558,3000,2219,Video Views,25-34,Teen Daughters
2024-06-04,Pinterest,Pinterest BTS Moms,PI_6623,"Atlanta, GA",GA,110.24,7617,202,2407,1792,1383,1032,913,Conversions,13-17,Suburban Moms
2024-01-26,Pinterest,Pinterest BTS Moms,PI_6623,"Macon, GA",GA,225.52,10778,204,4071,2922,1972,1228,819,Traffic,18-24,Teen Daughters
2024-01-01,Pinterest,Pinterest BTS Moms,PI_6623,"Augusta, GA",GA,83.92,5006,71,1782,1220,1043,877,725,Traffic,35-44,Suburban Moms
2024-03-10,Pinterest,Pinterest Teen Trends,PI_4922,"Augusta, GA",GA,76.94,3883,111,1677,1067,820,579,492,Video Views,25-34,Teen Daughters
2024-01-02,Pinterest,Pinterest Always On,PI_4556,"Savannah, GA",GA,62.46,4128,81,1812,1194,790,577,385,Video Views,13-17,Moms & Daughters
2023-12-19,Pinterest,Pinterest Always On,PI_4556,"Macon, GA",GA,125.22,7703,188,3901,2686,1745,1395,1226,Traffic,13-17,Moms & Daughters
2023-04-04,Pinterest,Pinterest Teen Trends,PI_4922,"Columbus, GA",GA,320.38,16056,294,7454,5632,4670,3613,3111,Video Views,35-44,Teen Daughters
2023-05-04,Pinterest,Pinterest BTS Moms,PI_6623,"Atlanta, GA",GA,197.67,13362,167,6603,4430,3425,2090,1888,Video Views,13-17,Suburban Moms
2023-04-30,Pinterest,Pinterest Teen Trends,PI_4922,"Columbus, GA",GA,81.78,5592,119,2774,1869,1651,1086,727,Conversions,13-17,Suburban Moms
2023-09-21,Pinterest,Pinterest BTS Moms,PI_6623,"Columbus, GA",GA,75.47,3299,106,1688,1088,851,668,524,Video Views,13-17,Suburban Moms
2023-04-09,Pinterest,Pinterest Always On,PI_4556,"Savannah, GA",GA,68.32,3253,105,1139,762,608,514,325,Video Views,18-24,Moms & Daughters
2024-02-02,Pinterest,Pinterest BTS Moms,PI_6623,"Columbus, GA",GA,184.97,10343,217,5616,3921,2412,1891,1542,Conversions,25-34,Suburban Moms
2023-01-03,Pinterest,Pinterest Always On,PI_4556,"Savannah, GA",GA,219.47,10984,406,4829,3203,2102,1384,979,Conversions,18-24,Suburban Moms
2024-02-22,Pinterest,Pinterest BTS Moms,PI_6623,"Macon, GA",GA,75.17,3835,146,1450,1279,908,715,535,Traffic,35-44,Moms & Daughters
2023-01-30,Pinterest,Pinterest BTS Moms,PI_6623,"Macon, GA",GA,102.48,4433,156,1362,1022,728,464,382,Traffic,13-17,Teen Daughters
2023-06-07,Pinterest,Pinterest Teen Trends,PI_4922,"Savannah, GA",GA,112.32,6596,110,3133,2372,1880,1515,1250,Traffic,18-24,Teen Daughters
2023-09-01,Pinterest,Pinterest BTS Moms,PI_6623,"Macon, GA",GA,230.25,12164,207,4252,2637,1752,1573,1301,Traffic,13-17,Moms & Daughters
2024-03-06,Pinterest,Pinterest BTS Moms,PI_6623,"Columbus, GA",GA,196.47,13638,519,6737,5581,3699,2730,2295,Conversions,25-34,Moms & Daughters
2023-07-31,Pinterest,Pinterest Always On,PI_4556,"Columbus, GA",GA,610.83,25819,648,14213,12070,8086,5732,5306,Conversions,13-17,Teen Daughters
