order_id,order_datetime,user_id,dma_name,state,zip_code,product_category,size,quantity,unit_price,unit_cost,discount_per_unit,line_revenue,promo_flag
ORD_20230703_7715,2023-07-03 21:41:00,u_897,"Savannah, GA",GA,314440,Girls Dresses,S (6-7),1,37,17.66,0,37,0
ORD_20230703_6415,2023-07-03 11:15:00,u_316,"Augusta, GA",GA,308936,Girls Dresses,S (6-7),1,33,12.15,15,18,1
ORD_20230703_6415,2023-07-03 11:15:00,u_316,"Augusta, GA",GA,309581,Girls Bottoms,L (12-14),1,24,12.8,0,24,0
ORD_20230703_6415,2023-07-03 11:15:00,u_316,"Augusta, GA",GA,308772,Girls Dresses,M (8-10),1,33,17.46,15,18,1
ORD_20230703_7164,2023-07-03 08:44:00,u_890,"Savannah, GA",GA,313079,Girls Tops,M (8-10),1,24,9.59,15,9,1
ORD_20230703_7164,2023-07-03 08:44:00,u_890,"Savannah, GA",GA,314411,Girls Bottoms,XS (4-5),1,26,10.98,0,26,0
ORD_20230703_8589,2023-07-03 19:38:00,u_172,"Macon, GA",GA,310751,Girls Dresses,XS (4-5),1,35,17.57,0,35,0
ORD_20230703_3114,2023-07-03 10:36:00,u_366,"Atlanta, GA",GA,302696,Girls Bottoms,S (6-7),1,24,10.33,0,24,0
ORD_20230704_7334,2023-07-04 15:37:00,u_300,"Atlanta, GA",GA,300665,Girls Dresses,S (6-7),1,36,13.03,0,36,0
ORD_20230704_1972,2023-07-04 17:37:00,u_103,"Augusta, GA",GA,308275,Girls Tops,L (12-14),1,21,8.16,15,6,1
ORD_20230704_7589,2023-07-04 17:13:00,u_481,"Atlanta, GA",GA,301223,Girls Tops,S (6-7),1,26,12.62,0,26,0
ORD_20230704_6534,2023-07-04 20:49:00,u_1289,"Augusta, GA",GA,308626,Girls Bottoms,S (6-7),1,24,10.63,0,24,0
ORD_20230704_6345,2023-07-04 11:15:00,u_834,"Macon, GA",GA,310538,Girls Bottoms,S (6-7),1,25,10.32,20,5,1
ORD_20230704_6027,2023-07-04 16:29:00,u_516,"Augusta, GA",GA,308119,Girls Dresses,S (6-7),1,35,14.37,0,35,0
ORD_20230704_6027,2023-07-04 16:29:00,u_516,"Augusta, GA",GA,308641,Girls Dresses,XS (4-5),1,33,15.76,10,23,1
ORD_20230704_3856,2023-07-04 09:04:00,u_377,"Augusta, GA",GA,308880,Girls Tops,M (8-10),1,27,13.27,15,12,1
ORD_20230704_5651,2023-07-04 09:33:00,u_1222,"Macon, GA",GA,310014,Girls Dresses,XS (4-5),3,35,17.94,15,60,1
ORD_20230704_5651,2023-07-04 09:33:00,u_1222,"Macon, GA",GA,310586,Girls Dresses,S (6-7),1,32,13.89,0,32,0
ORD_20230704_7761,2023-07-04 12:08:00,u_1070,"Atlanta, GA",GA,300547,Girls Tops,M (8-10),1,25,12.13,0,25,0
ORD_20230704_7761,2023-07-04 12:08:00,u_1070,"Atlanta, GA",GA,300403,Girls Bottoms,L (12-14),1,26,9.47,20,6,1
ORD_20230704_7761,2023-07-04 12:08:00,u_1070,"Atlanta, GA",GA,301943,Girls Tops,S (6-7),1,27,9.74,0,27,0
ORD_20230704_4853,2023-07-04 12:52:00,u_1220,"Columbus, GA",GA,319904,Girls Tops,S (6-7),2,26,14.07,0,52,0
ORD_20230704_4853,2023-07-04 12:52:00,u_1220,"Columbus, GA",GA,319024,Girls Dresses,S (6-7),1,33,14.17,0,33,0
ORD_20230704_7877,2023-07-04 17:42:00,u_1018,"Augusta, GA",GA,309982,Girls Bottoms,L (12-14),1,25,11.49,20,5,1
ORD_20230704_7877,2023-07-04 17:42:00,u_1018,"Augusta, GA",GA,308475,Girls Dresses,M (8-10),2,38,15.77,0,76,0
ORD_20230704_5552,2023-07-04 09:33:00,u_949,"Columbus, GA",GA,318923,Girls Tops,XS (4-5),1,27,14.52,15,12,1
ORD_20230704_5552,2023-07-04 09:33:00,u_949,"Columbus, GA",GA,318690,Girls Dresses,L (12-14),1,32,14.39,0,32,0
ORD_20230704_1058,2023-07-04 21:58:00,u_1025,"Columbus, GA",GA,318743,Girls Dresses,S (6-7),1,32,13.28,15,17,1
ORD_20230704_1058,2023-07-04 21:58:00,u_1025,"Columbus, GA",GA,318861,Girls Dresses,S (6-7),1,31,15.2,10,21,1
ORD_20230704_9262,2023-07-04 17:21:00,u_465,"Macon, GA",GA,310917,Girls Tops,S (6-7),1,22,8.23,10,12,1
ORD_20230704_9262,2023-07-04 17:21:00,u_465,"Macon, GA",GA,310349,Girls Bottoms,S (6-7),1,23,9.72,15,8,1
ORD_20230704_1494,2023-07-04 18:53:00,u_1302,"Savannah, GA",GA,313850,Girls Tops,L (12-14),1,20,7.14,10,10,1
ORD_20230704_4536,2023-07-04 14:25:00,u_401,"Macon, GA",GA,310132,Girls Bottoms,L (12-14),1,25,13.51,0,25,0
ORD_20230704_5266,2023-07-04 17:23:00,u_520,"Macon, GA",GA,310992,Girls Bottoms,S (6-7),3,28,14.23,10,54,1
ORD_20230704_6848,2023-07-04 08:55:00,u_1298,"Savannah, GA",GA,313709,Girls Dresses,S (6-7),1,32,14.41,15,17,1
ORD_20230705_6790,2023-07-05 17:55:00,u_774,"Savannah, GA",GA,314729,Girls Dresses,XS (4-5),1,34,16.83,10,24,1
ORD_20230705_6790,2023-07-05 17:55:00,u_774,"Savannah, GA",GA,314458,Girls Bottoms,S (6-7),1,27,11.72,0,27,0
ORD_20230705_5822,2023-07-05 20:05:00,u_79,"Macon, GA",GA,310622,Girls Dresses,M (8-10),2,31,15.32,15,32,1
ORD_20230705_5814,2023-07-05 08:44:00,u_245,"Atlanta, GA",GA,301177,Girls Bottoms,L (12-14),1,30,15.27,15,15,1
ORD_20230705_5814,2023-07-05 08:44:00,u_245,"Atlanta, GA",GA,300725,Girls Bottoms,M (8-10),1,26,12.43,10,16,1
ORD_20230705_8952,2023-07-05 16:41:00,u_94,"Augusta, GA",GA,309694,Girls Dresses,XS (4-5),1,33,14.41,15,18,1
ORD_20230705_8952,2023-07-05 16:41:00,u_94,"Augusta, GA",GA,308583,Girls Bottoms,XS (4-5),1,29,10.63,15,14,1
ORD_20230705_6988,2023-07-05 19:11:00,u_1116,"Savannah, GA",GA,313822,Girls Dresses,L (12-14),3,34,12.96,20,42,1
ORD_20230705_6988,2023-07-05 19:11:00,u_1116,"Savannah, GA",GA,314483,Girls Tops,M (8-10),1,23,10.02,15,8,1
ORD_20230705_9065,2023-07-05 21:18:00,u_643,"Savannah, GA",GA,313593,Girls Bottoms,M (8-10),1,28,13.27,20,8,1
ORD_20230705_3209,2023-07-05 14:05:00,u_914,"Macon, GA",GA,310581,Girls Dresses,S (6-7),2,39,17.28,20,38,1
ORD_20230705_1237,2023-07-05 09:23:00,u_553,"Savannah, GA",GA,314928,Girls Bottoms,XS (4-5),3,29,10.66,0,87,0
ORD_20230705_1237,2023-07-05 09:23:00,u_553,"Savannah, GA",GA,313641,Girls Bottoms,S (6-7),2,29,15.55,0,58,0
ORD_20230705_1237,2023-07-05 09:23:00,u_553,"Savannah, GA",GA,313258,Girls Bottoms,XS (4-5),1,24,12.23,10,14,1
ORD_20230705_3007,2023-07-05 20:45:00,u_504,"Macon, GA",GA,310655,Girls Dresses,M (8-10),1,31,13.92,20,11,1
ORD_20230705_7465,2023-07-05 12:30:00,u_1474,"Augusta, GA",GA,308895,Girls Dresses,L (12-14),3,36,16.22,0,108,0
ORD_20230705_8085,2023-07-05 16:41:00,u_136,"Savannah, GA",GA,313253,Girls Bottoms,M (8-10),1,26,11.35,15,11,1
ORD_20230705_6575,2023-07-05 12:01:00,u_217,"Atlanta, GA",GA,302385,Girls Dresses,XS (4-5),1,35,17.02,0,35,0
ORD_20230705_9044,2023-07-05 21:03:00,u_1116,"Columbus, GA",GA,319784,Girls Dresses,L (12-14),2,35,13.06,10,50,1
ORD_20230705_9044,2023-07-05 21:03:00,u_1116,"Columbus, GA",GA,319968,Girls Dresses,L (12-14),1,38,15.71,15,23,1
ORD_20230705_6967,2023-07-05 17:50:00,u_728,"Atlanta, GA",GA,301738,Girls Tops,S (6-7),1,20,10.97,0,20,0
ORD_20230705_6967,2023-07-05 17:50:00,u_728,"Atlanta, GA",GA,301766,Girls Dresses,S (6-7),1,34,14.33,0,34,0
ORD_20230705_8337,2023-07-05 18:36:00,u_447,"Savannah, GA",GA,313064,Girls Dresses,S (6-7),2,31,16.8,15,32,1
ORD_20230705_5667,2023-07-05 09:15:00,u_101,"Atlanta, GA",GA,301168,Girls Tops,S (6-7),1,23,10.63,15,8,1
ORD_20230705_8695,2023-07-05 14:46:00,u_1264,"Savannah, GA",GA,314765,Girls Dresses,M (8-10),1,36,16.33,0,36,0
ORD_20230705_8774,2023-07-05 12:37:00,u_936,"Macon, GA",GA,310595,Girls Tops,XS (4-5),2,19,7.83,0,38,0
ORD_20230705_8774,2023-07-05 12:37:00,u_936,"Macon, GA",GA,310848,Girls Bottoms,XS (4-5),2,27,13.53,0,54,0
ORD_20230706_5111,2023-07-06 13:59:00,u_345,"Atlanta, GA",GA,302242,Girls Dresses,L (12-14),1,39,18.67,20,19,1
ORD_20230706_5111,2023-07-06 13:59:00,u_345,"Atlanta, GA",GA,302411,Girls Dresses,M (8-10),1,38,13.42,0,38,0
ORD_20230706_2489,2023-07-06 19:57:00,u_183,"Augusta, GA",GA,308898,Girls Dresses,M (8-10),1,39,20.63,0,39,0
ORD_20230706_2489,2023-07-06 19:57:00,u_183,"Augusta, GA",GA,309263,Girls Tops,M (8-10),2,23,12.64,10,26,1
ORD_20230706_3964,2023-07-06 10:37:00,u_1425,"Atlanta, GA",GA,300401,Girls Tops,M (8-10),3,21,7.47,0,63,0
ORD_20230706_3964,2023-07-06 10:37:00,u_1425,"Atlanta, GA",GA,302349,Girls Dresses,XS (4-5),2,31,14.31,10,42,1
ORD_20230706_7168,2023-07-06 15:37:00,u_129,"Savannah, GA",GA,314497,Girls Tops,L (12-14),1,19,8.53,0,19,0
ORD_20230706_8750,2023-07-06 18:45:00,u_584,"Columbus, GA",GA,319448,Girls Dresses,L (12-14),1,39,19.56,20,19,1
ORD_20230706_6896,2023-07-06 18:29:00,u_683,"Augusta, GA",GA,309915,Girls Bottoms,M (8-10),1,31,13.91,20,11,1
ORD_20230706_6896,2023-07-06 18:29:00,u_683,"Augusta, GA",GA,309876,Girls Dresses,L (12-14),1,35,13.52,15,20,1
ORD_20230706_6896,2023-07-06 18:29:00,u_683,"Augusta, GA",GA,308741,Girls Tops,XS (4-5),3,25,13.73,20,15,1
ORD_20230706_8434,2023-07-06 18:49:00,u_625,"Savannah, GA",GA,313761,Girls Tops,XS (4-5),2,22,7.96,0,44,0
ORD_20230706_8015,2023-07-06 15:38:00,u_663,"Macon, GA",GA,310285,Girls Tops,M (8-10),2,19,9.57,0,38,0
ORD_20230706_8015,2023-07-06 15:38:00,u_663,"Macon, GA",GA,310144,Girls Bottoms,L (12-14),1,25,8.82,10,15,1
ORD_20230706_5405,2023-07-06 14:58:00,u_362,"Augusta, GA",GA,309563,Girls Dresses,XS (4-5),1,37,15.97,0,37,0
ORD_20230706_9132,2023-07-06 09:03:00,u_1217,"Macon, GA",GA,310418,Girls Tops,M (8-10),1,20,7.7,10,10,1
ORD_20230706_9132,2023-07-06 09:03:00,u_1217,"Macon, GA",GA,310527,Girls Bottoms,S (6-7),1,23,8.78,15,8,1
ORD_20230706_9587,2023-07-06 20:33:00,u_1142,"Macon, GA",GA,310533,Girls Tops,L (12-14),1,27,11.09,10,17,1
ORD_20230706_9587,2023-07-06 20:33:00,u_1142,"Macon, GA",GA,310044,Girls Bottoms,L (12-14),1,27,11.18,15,12,1
ORD_20230706_9587,2023-07-06 20:33:00,u_1142,"Macon, GA",GA,310893,Girls Tops,S (6-7),1,21,8.04,15,6,1
ORD_20230706_2762,2023-07-06 13:28:00,u_72,"Macon, GA",GA,310143,Girls Dresses,S (6-7),3,36,12.66,20,48,1
ORD_20230706_2762,2023-07-06 13:28:00,u_72,"Macon, GA",GA,310449,Girls Tops,M (8-10),3,24,9.13,20,12,1
ORD_20230706_5459,2023-07-06 21:16:00,u_1214,"Savannah, GA",GA,314681,Girls Bottoms,L (12-14),1,25,11.3,0,25,0
ORD_20230706_7102,2023-07-06 19:57:00,u_1465,"Savannah, GA",GA,313904,Girls Bottoms,XS (4-5),1,27,9.46,15,12,1
ORD_20230706_4865,2023-07-06 17:25:00,u_680,"Atlanta, GA",GA,301998,Girls Dresses,S (6-7),3,39,15.51,0,117,0
ORD_20230706_4865,2023-07-06 17:25:00,u_680,"Atlanta, GA",GA,300881,Girls Bottoms,XS (4-5),2,26,10.06,20,12,1
ORD_20230706_3749,2023-07-06 18:08:00,u_560,"Atlanta, GA",GA,302611,Girls Tops,XS (4-5),1,20,9.49,0,20,0
ORD_20230706_5656,2023-07-06 19:22:00,u_93,"Augusta, GA",GA,309333,Girls Bottoms,L (12-14),2,29,11.57,0,58,0
ORD_20230706_5983,2023-07-06 20:26:00,u_1470,"Macon, GA",GA,310858,Girls Dresses,M (8-10),2,36,17.15,0,72,0
ORD_20230707_8128,2023-07-07 11:40:00,u_1430,"Atlanta, GA",GA,300887,Girls Dresses,XS (4-5),1,36,13.43,0,36,0
ORD_20230707_8128,2023-07-07 11:40:00,u_1430,"Atlanta, GA",GA,302234,Girls Bottoms,L (12-14),2,30,11.19,0,60,0
ORD_20230707_8128,2023-07-07 11:40:00,u_1430,"Atlanta, GA",GA,302486,Girls Tops,M (8-10),1,25,11.88,0,25,0
ORD_20230707_9369,2023-07-07 19:58:00,u_120,"Columbus, GA",GA,319578,Girls Dresses,S (6-7),1,31,12.34,0,31,0
ORD_20230707_4028,2023-07-07 14:00:00,u_1254,"Macon, GA",GA,310797,Girls Tops,S (6-7),1,22,12.08,0,22,0
ORD_20230707_7627,2023-07-07 21:42:00,u_1245,"Macon, GA",GA,310029,Girls Bottoms,L (12-14),2,27,11.62,15,24,1
ORD_20230707_7627,2023-07-07 21:42:00,u_1245,"Macon, GA",GA,310216,Girls Tops,XS (4-5),1,25,11.39,0,25,0
ORD_20230707_8448,2023-07-07 08:56:00,u_699,"Atlanta, GA",GA,301376,Girls Tops,L (12-14),2,26,9.3,0,52,0
ORD_20230707_8345,2023-07-07 11:54:00,u_695,"Columbus, GA",GA,318058,Girls Bottoms,L (12-14),3,29,15.69,0,87,0
ORD_20230707_3151,2023-07-07 12:50:00,u_677,"Macon, GA",GA,310336,Girls Dresses,XS (4-5),1,34,16.12,20,14,1
ORD_20230707_3151,2023-07-07 12:50:00,u_677,"Macon, GA",GA,310536,Girls Bottoms,S (6-7),1,23,9.21,20,3,1
ORD_20230707_8845,2023-07-07 10:42:00,u_891,"Augusta, GA",GA,309101,Girls Bottoms,XS (4-5),1,24,12.7,10,14,1
ORD_20230707_8845,2023-07-07 10:42:00,u_891,"Augusta, GA",GA,309228,Girls Dresses,S (6-7),1,31,16.49,0,31,0
ORD_20230707_9041,2023-07-07 11:57:00,u_226,"Macon, GA",GA,310358,Girls Bottoms,S (6-7),1,26,9.22,0,26,0
ORD_20230707_3182,2023-07-07 14:03:00,u_38,"Columbus, GA",GA,319700,Girls Tops,XS (4-5),1,19,10.25,20,-1,1
ORD_20230707_3182,2023-07-07 14:03:00,u_38,"Columbus, GA",GA,318615,Girls Bottoms,S (6-7),1,31,11.5,10,21,1
ORD_20230707_3182,2023-07-07 14:03:00,u_38,"Columbus, GA",GA,318248,Girls Dresses,M (8-10),1,38,14.27,0,38,0
ORD_20230707_5363,2023-07-07 14:43:00,u_938,"Augusta, GA",GA,308216,Girls Dresses,M (8-10),2,39,17.94,0,78,0
ORD_20230707_7941,2023-07-07 15:03:00,u_1174,"Columbus, GA",GA,319621,Girls Bottoms,XS (4-5),1,26,11.3,0,26,0
ORD_20230707_1289,2023-07-07 21:26:00,u_423,"Atlanta, GA",GA,302892,Girls Dresses,L (12-14),1,37,13.89,0,37,0
ORD_20230707_1289,2023-07-07 21:26:00,u_423,"Atlanta, GA",GA,300650,Girls Dresses,S (6-7),1,31,11.66,0,31,0
