date,channel,campaign_name,campaign_id,dma_name,state,spend,impressions,clicks,video_views,video_25pct,video_50pct,video_75pct,video_completes,optimization_goal,age_target,audience_segment
2023-02-07,Instagram,Instagram BTS Moms,IN_6601,"Macon, GA",GA,259.93,13785,462,4868,3408,3045,2349,1819,Conversions,18-24,Teen Daughters
2023-06-18,Instagram,Instagram BTS Moms,IN_6601,"Augusta, GA",GA,238.46,13888,351,6995,5457,4880,4055,3803,Traffic,35-44,Suburban Moms
2024-06-15,Instagram,Instagram Always On,IN_2077,"Atlanta, GA",GA,409.31,17679,404,7954,5168,3488,2911,2142,Conversions,13-17,Moms & Daughters
2023-03-23,Instagram,Instagram BTS Moms,IN_6601,"Macon, GA",GA,618.06,34226,1078,14046,10160,6596,5177,3330,Traffic,35-44,Moms & Daughters
2023-01-10,Instagram,Instagram Teen Trends,IN_1278,"Augusta, GA",GA,174.96,9610,327,4012,3429,2222,1487,1065,Video Views,13-17,Moms & Daughters
2023-11-26,Instagram,Instagram Teen Trends,IN_1278,"Atlanta, GA",GA,160.98,9022,220,3333,2925,2590,2139,1512,Video Views,35-44,Suburban Moms
2023-04-10,Instagram,Instagram Always On,IN_2077,"Savannah, GA",GA,245.03,14685,400,7032,5048,4015,2460,1606,Conversions,18-24,Teen Daughters
2023-11-30,Instagram,Instagram Always On,IN_2077,"Macon, GA",GA,483.27,32913,648,14096,9966,8173,5776,4345,Conversions,35-44,Moms & Daughters
2024-03-28,Instagram,Instagram BTS Moms,IN_6601,"Macon, GA",GA,235.84,14157,312,5857,5217,3596,2358,1521,Video Views,25-34,Suburban Moms
2023-09-20,Instagram,Instagram Always On,IN_2077,"Columbus, GA",GA,213.98,14851,187,8493,6217,4586,3245,2945,Video Views,25-34,Moms & Daughters
2023-06-26,Instagram,Instagram Teen Trends,IN_1278,"Columbus, GA",GA,113.03,5266,55,2278,2022,1684,1162,1022,Traffic,18-24,Moms & Daughters
2023-05-14,Instagram,Instagram BTS Moms,IN_6601,"Macon, GA",GA,133.2,9132,225,4993,4186,2920,1916,1620,Video Views,18-24,Suburban Moms
2023-03-21,Instagram,Instagram BTS Moms,IN_6601,"Macon, GA",GA,210.57,8812,121,3492,2337,1649,1396,1227,Video Views,13-17,Suburban Moms
2024-01-14,Instagram,Instagram BTS Moms,IN_6601,"Columbus, GA",GA,224.8,11720,313,5798,3985,2400,1662,1326,Conversions,25-34,Suburban Moms
2023-08-01,Instagram,Instagram Always On,IN_2077,"Atlanta, GA",GA,230.16,11622,133,4025,2552,1951,1240,979,Video Views,13-17,Suburban Moms
2023-04-28,Instagram,Instagram Teen Trends,IN_1278,"Atlanta, GA",GA,367.43,22923,356,12007,7413,5912,4810,4514,Conversions,35-44,Teen Daughters
2023-02-03,Instagram,Instagram Always On,IN_2077,"Atlanta, GA",GA,487.63,20282,395,10588,7354,4449,3746,2463,Video Views,25-34,Teen Daughters
2023-08-25,Instagram,Instagram Always On,IN_2077,"Atlanta, GA",GA,427.47,27723,299,9970,7452,6458,4713,3112,Conversions,35-44,Teen Daughters
2023-08-16,Instagram,Instagram Teen Trends,IN_1278,"Savannah, GA",GA,705.09,42974,1571,22958,16045,11521,9910,8803,Video Views,35-44,Suburban Moms
2024-06-19,Instagram,Instagram BTS Moms,IN_6601,"Augusta, GA",GA,290.36,19873,420,10131,7244,5699,3989,2836,Conversions,25-34,Moms & Daughters
2023-03-02,Instagram,Instagram BTS Moms,IN_6601,"Columbus, GA",GA,242.38,13566,417,6649,5137,3999,3012,2455,Conversions,35-44,Teen Daughters
2023-02-18,Instagram,Instagram Teen Trends,IN_1278,"Atlanta, GA",GA,92.81,4808,150,1945,1475,1299,795,551,Conversions,25-34,Suburban Moms
2024-06-20,Instagram,Instagram Always On,IN_2077,"Savannah, GA",GA,121.78,4913,163,2317,1446,1289,902,812,Video Views,13-17,Suburban Moms
2023-10-25,Instagram,Instagram Always On,IN_2077,"Augusta, GA",GA,23.51,1369,41,446,288,255,156,99,Traffic,18-24,Moms & Daughters
2023-04-10,Instagram,Instagram Always On,IN_2077,"Macon, GA",GA,169.14,7406,185,2754,2282,1858,1123,867,Video Views,13-17,Teen Daughters
2023-08-01,Instagram,Instagram Teen Trends,IN_1278,"Savannah, GA",GA,393.97,16523,239,9432,5746,4461,3036,2305,Conversions,35-44,Suburban Moms
2023-04-12,Instagram,Instagram Always On,IN_2077,"Savannah, GA",GA,263.93,17964,482,7082,4518,3579,2948,1856,Conversions,18-24,Teen Daughters
2023-12-17,Instagram,Instagram Teen Trends,IN_1278,"Macon, GA",GA,539.97,26996,786,11584,7117,5005,4204,2623,Conversions,13-17,Suburban Moms
2023-07-03,Instagram,Instagram Teen Trends,IN_1278,"Atlanta, GA",GA,581.66,35148,895,12093,7403,5296,3186,1975,Traffic,25-34,Teen Daughters
2024-06-07,Instagram,Instagram BTS Moms,IN_6601,"Augusta, GA",GA,281.92,16920,667,10033,8579,6823,4254,3742,Video Views,18-24,Suburban Moms
2023-09-30,Instagram,Instagram Teen Trends,IN_1278,"Augusta, GA",GA,198.64,8287,313,2992,2462,1493,1110,765,Video Views,13-17,Suburban Moms
2023-09-09,Instagram,Instagram Always On,IN_2077,"Augusta, GA",GA,359.25,21167,545,12481,7987,5618,4426,2662,Video Views,25-34,Moms & Daughters
2024-03-17,Instagram,Instagram Always On,IN_2077,"Augusta, GA",GA,133.34,6748,90,2721,1970,1615,1173,1080,Video Views,35-44,Teen Daughters
2023-01-08,Instagram,Instagram BTS Moms,IN_6601,"Savannah, GA",GA,120.19,8063,240,3090,2054,1617,1426,1144,Conversions,13-17,Moms & Daughters
2023-04-27,Instagram,Instagram Always On,IN_2077,"Columbus, GA",GA,96.99,4287,63,1340,981,779,534,328,Conversions,35-44,Suburban Moms
2024-01-20,Instagram,Instagram Always On,IN_2077,"Columbus, GA",GA,346.29,23011,728,7524,5019,4464,3647,3326,Conversions,35-44,Teen Daughters
2023-04-01,Instagram,Instagram Teen Trends,IN_1278,"Atlanta, GA",GA,100.89,4513,133,1513,1275,1045,917,572,Traffic,18-24,Teen Daughters
2023-11-06,Instagram,Instagram BTS Moms,IN_6601,"Columbus, GA",GA,61.17,3271,53,1878,1147,890,769,672,Video Views,13-17,Moms & Daughters
2023-11-01,Instagram,Instagram Always On,IN_2077,"Atlanta, GA",GA,505.83,22873,307,7704,5190,3658,2876,2476,Video Views,13-17,Teen Daughters
2023-09-03,Instagram,Instagram Teen Trends,IN_1278,"Macon, GA",GA,318.74,19018,622,10839,9617,7991,5370,4177,Conversions,25-34,Suburban Moms
2023-05-12,Instagram,Instagram Always On,IN_2077,"Augusta, GA",GA,30.39,1303,45,494,430,268,179,168,Conversions,18-24,Suburban Moms
2023-01-23,Instagram,Instagram BTS Moms,IN_6601,"Augusta, GA",GA,155.58,8921,193,5142,3797,3397,2339,1463,Video Views,13-17,Teen Daughters
2023-07-04,Instagram,Instagram Teen Trends,IN_1278,"Savannah, GA",GA,342.61,14162,237,5620,3387,2353,1796,1089,Conversions,25-34,Suburban Moms
2023-12-11,Instagram,Instagram Always On,IN_2077,"Columbus, GA",GA,479.88,24926,926,12360,7418,5424,4827,4519,Traffic,13-17,Suburban Moms
2024-03-11,Instagram,Instagram Always On,IN_2077,"Augusta, GA",GA,368.54,23585,258,8626,6596,4899,3954,3469,Conversions,35-44,Teen Daughters
2023-08-27,Instagram,Instagram Teen Trends,IN_1278,"Savannah, GA",GA,673.38,42409,559,23404,17433,11983,9410,6218,Video Views,25-34,Moms & Daughters
2024-06-03,Instagram,Instagram Teen Trends,IN_1278,"Augusta, GA",GA,126.33,8100,171,4288,3630,2223,1413,1285,Traffic,18-24,Moms & Daughters
2023-07-31,Instagram,Instagram Always On,IN_2077,"Macon, GA",GA,632.7,34335,454,15552,12157,8718,6922,5222,Video Views,13-17,Teen Daughters
2023-07-26,Instagram,Instagram Always On,IN_2077,"Atlanta, GA",GA,535.63,34708,1263,14727,10525,6696,5901,4546,Video Views,18-24,Teen Daughters
2024-05-03,Instagram,Instagram BTS Moms,IN_6601,"Columbus, GA",GA,147.22,6346,158,3566,2494,1620,1264,924,Video Views,13-17,Teen Daughters
2023-07-07,Instagram,Instagram Teen Trends,IN_1278,"Savannah, GA",GA,171.97,10613,397,6014,4393,3349,2814,2278,Video Views,18-24,Moms & Daughters
2023-02-18,Instagram,Instagram Teen Trends,IN_1278,"Savannah, GA",GA,107.62,7530,264,4459,3914,3311,2319,1983,Video Views,18-24,Moms & Daughters
2023-02-21,Instagram,Instagram BTS Moms,IN_6601,"Atlanta, GA",GA,708.55,43183,902,23671,16984,12245,9837,9096,Conversions,25-34,Suburban Moms
2023-10-25,Instagram,Instagram Teen Trends,IN_1278,"Augusta, GA",GA,183.14,12817,231,6809,4198,3138,2475,1664,Conversions,18-24,Moms & Daughters
2023-09-29,Instagram,Instagram Teen Trends,IN_1278,"Macon, GA",GA,266.33,13885,397,6934,5431,3373,2790,2328,Conversions,25-34,Teen Daughters
2023-11-05,Instagram,Instagram BTS Moms,IN_6601,"Augusta, GA",GA,61.31,3289,81,1405,1008,702,557,413,Conversions,13-17,Teen Daughters
2023-01-21,Instagram,Instagram Teen Trends,IN_1278,"Augusta, GA",GA,476.82,24922,336,7495,5875,4372,3169,1988,Conversions,18-24,Moms & Daughters
2023-03-27,Instagram,Instagram BTS Moms,IN_6601,"Savannah, GA",GA,413.41,17414,304,9578,5929,4376,2860,1969,Conversions,13-17,Suburban Moms
2023-01-24,Instagram,Instagram BTS Moms,IN_6601,"Savannah, GA",GA,129.78,8521,335,2728,1968,1476,989,912,Traffic,35-44,Suburban Moms
2023-09-20,Instagram,Instagram BTS Moms,IN_6601,"Macon, GA",GA,686.22,46715,866,18854,15333,10745,9636,6753,Video Views,13-17,Moms & Daughters
2024-03-03,Instagram,Instagram BTS Moms,IN_6601,"Atlanta, GA",GA,1061.54,44138,1510,14363,8812,5927,4487,4058,Conversions,18-24,Moms & Daughters
2023-08-19,Instagram,Instagram Always On,IN_2077,"Columbus, GA",GA,516.46,30240,447,11826,8293,6046,3722,3106,Conversions,18-24,Teen Daughters
2024-05-11,Instagram,Instagram Teen Trends,IN_1278,"Columbus, GA",GA,271.08,11261,186,5082,4306,2699,1700,1065,Conversions,25-34,Suburban Moms
2023-04-30,Instagram,Instagram BTS Moms,IN_6601,"Augusta, GA",GA,188.65,8170,298,4466,3635,3190,2763,2550,Conversions,35-44,Moms & Daughters
2023-12-04,Instagram,Instagram BTS Moms,IN_6601,"Atlanta, GA",GA,424.43,17093,206,7894,5358,4728,3822,3601,Traffic,25-34,Suburban Moms
2023-09-15,Instagram,Instagram Teen Trends,IN_1278,"Augusta, GA",GA,309.2,16304,201,6248,4711,3980,2470,1634,Conversions,25-34,Suburban Moms
2024-01-22,Instagram,Instagram BTS Moms,IN_6601,"Macon, GA",GA,97.4,6605,241,2287,2020,1642,1463,968,Traffic,13-17,Suburban Moms
2023-05-17,Instagram,Instagram Teen Trends,IN_1278,"Columbus, GA",GA,144.19,7185,149,2618,2202,1426,948,703,Traffic,25-34,Suburban Moms
2023-08-08,Instagram,Instagram Always On,IN_2077,"Columbus, GA",GA,360.73,17311,482,9942,8247,5250,4009,3398,Video Views,25-34,Suburban Moms
2023-11-21,Instagram,Instagram BTS Moms,IN_6601,"Augusta, GA",GA,202.17,12937,372,3917,2683,1630,1152,1029,Traffic,18-24,Suburban Moms
2023-01-05,Instagram,Instagram Always On,IN_2077,"Macon, GA",GA,165.13,8060,243,4501,3713,2909,2051,1844,Video Views,25-34,Teen Daughters
2023-09-03,Instagram,Instagram Teen Trends,IN_1278,"Augusta, GA",GA,231.33,9904,155,3806,2820,2187,1512,965,Video Views,18-24,Moms & Daughters
2023-07-03,Instagram,Instagram Always On,IN_2077,"Columbus, GA",GA,202.9,10196,185,4004,2708,1714,1073,974,Traffic,18-24,Teen Daughters
2023-10-07,Instagram,Instagram Teen Trends,IN_1278,"Macon, GA",GA,343.02,15146,489,4775,3980,3503,2344,2073,Conversions,25-34,Teen Daughters
2024-04-05,Instagram,Instagram Teen Trends,IN_1278,"Atlanta, GA",GA,339.95,15753,510,6414,4423,3466,3085,2047,Conversions,13-17,Moms & Daughters
2024-02-04,Instagram,Instagram Always On,IN_2077,"Augusta, GA",GA,301.26,17474,663,9039,6443,4325,3413,2957,Traffic,35-44,Suburban Moms
2023-10-11,Instagram,Instagram BTS Moms,IN_6601,"Savannah, GA",GA,301.96,18296,284,10321,8069,5934,4451,4172,Traffic,35-44,Suburban Moms
2024-05-10,Instagram,Instagram Teen Trends,IN_1278,"Columbus, GA",GA,87.03,4558,136,2151,1620,1197,899,815,Conversions,35-44,Suburban Moms
2023-11-08,Instagram,Instagram BTS Moms,IN_6601,"Columbus, GA",GA,144.55,9449,286,4572,3885,3199,2860,2177,Video Views,35-44,Suburban Moms
2023-03-26,Instagram,Instagram BTS Moms,IN_6601,"Atlanta, GA",GA,132.95,6226,179,2760,1757,1544,1293,1129,Traffic,35-44,Suburban Moms
2023-04-22,Instagram,Instagram Teen Trends,IN_1278,"Atlanta, GA",GA,611.03,26932,908,13633,12029,8491,6190,4471,Traffic,18-24,Moms & Daughters
2024-06-04,Instagram,Instagram Always On,IN_2077,"Macon, GA",GA,166.66,8299,178,3386,2284,1809,1216,1125,Traffic,25-34,Moms & Daughters
2023-10-06,Instagram,Instagram Always On,IN_2077,"Columbus, GA",GA,216.59,13299,256,6860,5097,4264,3069,2877,Video Views,13-17,Moms & Daughters
2023-10-19,Instagram,Instagram BTS Moms,IN_6601,"Macon, GA",GA,401.6,18703,682,9594,7540,6480,4036,3064,Traffic,13-17,Moms & Daughters
2024-04-25,Instagram,Instagram Teen Trends,IN_1278,"Augusta, GA",GA,176.41,10659,148,3668,3058,2681,1820,1696,Conversions,18-24,Suburban Moms
2023-05-25,Instagram,Instagram Teen Trends,IN_1278,"Augusta, GA",GA,198.83,8895,207,2712,2309,1528,1338,970,Conversions,13-17,Moms & Daughters
2024-06-05,Instagram,Instagram Always On,IN_2077,"Macon, GA",GA,523.76,22346,763,12764,8317,6028,4928,3861,Traffic,13-17,Teen Daughters
2023-06-18,Instagram,Instagram Teen Trends,IN_1278,"Columbus, GA",GA,431.87,19661,548,7094,5560,4545,3897,3521,Traffic,35-44,Suburban Moms
2023-04-24,Instagram,Instagram BTS Moms,IN_6601,"Atlanta, GA",GA,335.9,15815,507,5927,4977,3640,3264,2722,Conversions,25-34,Suburban Moms
2023-03-15,Instagram,Instagram BTS Moms,IN_6601,"Atlanta, GA",GA,183.61,12032,229,6140,5120,4456,3026,2621,Conversions,13-17,Suburban Moms
2024-02-17,Instagram,Instagram Always On,IN_2077,"Columbus, GA",GA,336.65,16894,611,9427,8437,7553,6779,6236,Traffic,35-44,Moms & Daughters
2024-02-06,Instagram,Instagram Teen Trends,IN_1278,"Macon, GA",GA,159.73,9847,362,4997,3167,2329,1679,1292,Traffic,18-24,Suburban Moms
2023-09-21,Instagram,Instagram BTS Moms,IN_6601,"Atlanta, GA",GA,53.74,2158,82,1278,932,681,412,276,Video Views,35-44,Moms & Daughters
2023-04-19,Instagram,Instagram Teen Trends,IN_1278,"Macon, GA",GA,166.31,7295,136,3125,1921,1384,1036,636,Conversions,35-44,Suburban Moms
2024-04-08,Instagram,Instagram Teen Trends,IN_1278,"Columbus, GA",GA,447.52,20636,513,12196,10321,6324,5631,3424,Conversions,35-44,Teen Daughters
2023-05-06,Instagram,Instagram BTS Moms,IN_6601,"Augusta, GA",GA,745.07,45202,571,13963,10733,8803,7048,5212,Traffic,18-24,Moms & Daughters
2023-10-23,Instagram,Instagram Always On,IN_2077,"Atlanta, GA",GA,523.16,26917,630,13359,10013,6790,5314,4601,Traffic,35-44,Moms & Daughters
2024-01-04,Instagram,Instagram BTS Moms,IN_6601,"Atlanta, GA",GA,235.98,12494,149,6908,5662,3672,2209,1415,Conversions,35-44,Suburban Moms
2023-04-18,Instagram,Instagram Teen Trends,IN_1278,"Augusta, GA",GA,369.33,16273,227,6148,4872,3225,2573,2418,Traffic,18-24,Suburban Moms
2023-03-07,Instagram,Instagram BTS Moms,IN_6601,"Savannah, GA",GA,229.16,9172,189,2801,1714,1043,901,585,Video Views,18-24,Teen Daughters
2023-04-05,Instagram,Instagram BTS Moms,IN_6601,"Savannah, GA",GA,310.28,14454,498,8487,5560,4854,4154,3916,Video Views,13-17,Moms & Daughters
2024-05-30,Instagram,Instagram BTS Moms,IN_6601,"Atlanta, GA",GA,202.06,13151,233,4082,3023,2399,1659,1003,Video Views,18-24,Suburban Moms
2024-01-20,Instagram,Instagram BTS Moms,IN_6601,"Augusta, GA",GA,544.12,35503,428,10952,9349,5945,3824,3014,Conversions,35-44,Teen Daughters
2023-02-26,Instagram,Instagram Always On,IN_2077,"Augusta, GA",GA,348.84,18251,441,7218,5804,5035,3399,3021,Conversions,13-17,Suburban Moms
2023-09-22,Instagram,Instagram Always On,IN_2077,"Augusta, GA",GA,153.5,8204,280,4755,3562,2799,2229,1792,Traffic,13-17,Teen Daughters
2023-09-14,Instagram,Instagram BTS Moms,IN_6601,"Columbus, GA",GA,231.63,11870,119,4928,3802,2342,1792,1562,Conversions,13-17,Teen Daughters
2023-06-01,Instagram,Instagram BTS Moms,IN_6601,"Augusta, GA",GA,219.16,10402,241,4530,3415,2905,2268,1772,Traffic,35-44,Moms & Daughters
2023-06-09,Instagram,Instagram Teen Trends,IN_1278,"Augusta, GA",GA,32.62,2034,60,1115,867,520,333,300,Video Views,25-34,Teen Daughters
2024-04-17,Instagram,Instagram Teen Trends,IN_1278,"Atlanta, GA",GA,202.18,12808,441,6006,4904,3359,2718,2348,Video Views,25-34,Teen Daughters
2023-05-03,Instagram,Instagram BTS Moms,IN_6601,"Atlanta, GA",GA,102.26,6349,129,2293,1676,1218,1049,972,Video Views,13-17,Suburban Moms
2023-07-28,Instagram,Instagram Always On,IN_2077,"Augusta, GA",GA,398.17,21441,430,9492,6591,5625,4112,2618,Conversions,25-34,Moms & Daughters
2023-01-04,Instagram,Instagram Always On,IN_2077,"Atlanta, GA",GA,111.39,5998,107,2069,1590,1149,836,763,Video Views,25-34,Moms & Daughters
2023-10-16,Instagram,Instagram Always On,IN_2077,"Savannah, GA",GA,273.1,12265,379,6166,4617,3681,3113,2776,Video Views,18-24,Moms & Daughters
2023-10-26,Instagram,Instagram BTS Moms,IN_6601,"Columbus, GA",GA,182.33,9094,143,3245,2720,2134,1455,1271,Video Views,13-17,Suburban Moms
2023-04-01,Instagram,Instagram BTS Moms,IN_6601,"Atlanta, GA",GA,233.49,12356,179,7049,4303,2745,2037,1288,Video Views,35-44,Moms & Daughters
2024-05-25,Instagram,Instagram Teen Trends,IN_1278,"Savannah, GA",GA,212.83,9566,98,2887,2260,1646,1374,987,Traffic,35-44,Suburban Moms
2023-11-04,Instagram,Instagram Always On,IN_2077,"Atlanta, GA",GA,359.83,22322,706,11060,8009,6939,4923,3415,Conversions,13-17,Teen Daughters
2023-01-30,Instagram,Instagram Always On,IN_2077,"Macon, GA",GA,244.48,13028,134,5830,3973,2549,1971,1645,Traffic,25-34,Suburban Moms
2023-05-30,Instagram,Instagram Teen Trends,IN_1278,"Columbus, GA",GA,399.14,22962,333,12426,9436,5912,4790,3693,Traffic,18-24,Moms & Daughters
2023-04-27,Instagram,Instagram BTS Moms,IN_6601,"Savannah, GA",GA,105.71,7092,248,4023,3520,2310,1884,1555,Traffic,35-44,Suburban Moms
2023-02-26,Instagram,Instagram Teen Trends,IN_1278,"Savannah, GA",GA,309.78,13252,472,4531,3406,2849,1879,1717,Video Views,35-44,Moms & Daughters
2023-10-01,Instagram,Instagram BTS Moms,IN_6601,"Savannah, GA",GA,108.0,4461,141,1824,1452,1111,993,843,Video Views,25-34,Teen Daughters
2023-07-20,Instagram,Instagram Always On,IN_2077,"Macon, GA",GA,346.93,15850,254,7603,6175,3869,2657,2065,Traffic,35-44,Moms & Daughters
2023-12-28,Instagram,Instagram Always On,IN_2077,"Macon, GA",GA,235.43,9600,196,4817,3539,2875,2289,1942,Video Views,25-34,Suburban Moms
2023-06-12,Instagram,Instagram Teen Trends,IN_1278,"Macon, GA",GA,237.34,10781,111,5713,3660,2820,1945,1291,Traffic,25-34,Teen Daughters
2023-02-15,Instagram,Instagram BTS Moms,IN_6601,"Savannah, GA",GA,556.14,29434,1146,15520,13422,9647,5980,4323,Video Views,35-44,Suburban Moms
2023-08-30,Instagram,Instagram Teen Trends,IN_1278,"Macon, GA",GA,518.48,20945,244,6526,4128,3012,2662,1666,Video Views,35-44,Teen Daughters
2024-03-19,Instagram,Instagram Always On,IN_2077,"Macon, GA",GA,499.74,33178,761,18182,14317,9675,6319,3905,Conversions,35-44,Moms & Daughters
2023-11-05,Instagram,Instagram BTS Moms,IN_6601,"Macon, GA",GA,149.85,8549,335,3495,2860,2399,1974,1840,Video Views,18-24,Teen Daughters
2023-03-28,Instagram,Instagram Teen Trends,IN_1278,"Savannah, GA",GA,180.53,7666,205,3022,2247,1993,1399,1191,Conversions,18-24,Moms & Daughters
2023-07-13,Instagram,Instagram Teen Trends,IN_1278,"Macon, GA",GA,118.77,7389,169,2601,1994,1552,1382,1188,Traffic,13-17,Teen Daughters
2023-09-27,Instagram,Instagram Always On,IN_2077,"Macon, GA",GA,84.23,4689,78,1430,1032,719,492,415,Conversions,35-44,Teen Daughters
2024-06-13,Instagram,Instagram Teen Trends,IN_1278,"Macon, GA",GA,168.65,7755,176,2555,2205,1325,898,778,Traffic,25-34,Moms & Daughters
2024-05-27,Instagram,Instagram Always On,IN_2077,"Atlanta, GA",GA,308.19,13502,136,5424,3660,3233,2660,1675,Video Views,13-17,Teen Daughters
2024-01-28,Instagram,Instagram BTS Moms,IN_6601,"Macon, GA",GA,39.04,2583,45,1012,795,478,428,332,Video Views,13-17,Teen Daughters
2023-11-25,Instagram,Instagram Teen Trends,IN_1278,"Atlanta, GA",GA,545.71,35569,388,17438,13352,9520,6320,4158,Conversions,35-44,Teen Daughters
2023-03-16,Instagram,Instagram Always On,IN_2077,"Atlanta, GA",GA,92.57,4178,143,2081,1789,1580,1390,904,Traffic,25-34,Suburban Moms
2023-07-15,Instagram,Instagram BTS Moms,IN_6601,"Atlanta, GA",GA,960.82,53733,659,31129,21828,13291,10100,7327,Conversions,13-17,Moms & Daughters
2023-02-21,Instagram,Instagram Always On,IN_2077,"Macon, GA",GA,557.24,28712,451,16833,10318,7388,5174,4576,Traffic,18-24,Moms & Daughters
2024-06-02,Instagram,Instagram BTS Moms,IN_6601,"Savannah, GA",GA,87.65,4440,135,2106,1359,978,865,758,Traffic,13-17,Moms & Daughters
2023-05-29,Instagram,Instagram Always On,IN_2077,"Macon, GA",GA,439.41,24086,332,11989,9359,6903,4628,3133,Traffic,13-17,Suburban Moms
2023-05-29,Instagram,Instagram Always On,IN_2077,"Augusta, GA",GA,895.79,44089,667,17187,12835,10133,7955,6924,Conversions,25-34,Teen Daughters
2023-05-24,Instagram,Instagram Always On,IN_2077,"Augusta, GA",GA,308.32,15570,594,5555,3672,2820,2514,2301,Traffic,18-24,Suburban Moms
